Chronic_ID,Chronic_Condition,Risk_Modifier_Score,High_Risk_With_Symptoms,Associated_Department,Complication_Risk_Level
CHRON00226,Age 60-70,2,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON00227,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON00228,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Psychiatry,Very High
CHRON00229,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON00230,Stress,1,"Symptom_0, Symptom_1",Psychiatry,Low
CHRON00231,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON00232,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON00233,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON00234,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,High
CHRON00235,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON00236,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Very High
CHRON00237,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON00238,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON00239,Age 80+,2,"Symptom_0, Symptom_1",General Medicine,High
CHRON00240,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Very High
CHRON00241,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,High
CHRON00242,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON00243,Age 40-50,2,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON00244,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Oncology,High
CHRON00245,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON00246,COPD + Heart Disease,3,"Symptom_0, Symptom_1",General Medicine,Low
CHRON00247,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Very High
CHRON00248,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON00249,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Psychiatry,Low
CHRON00250,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,High
CHRON00251,Age 80+,3,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON00252,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON00253,Age 70-80,1,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON00254,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Very High
CHRON00255,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON00256,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Low
CHRON00257,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,High
CHRON00258,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON00259,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Low
CHRON00260,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Very High
CHRON00261,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON00262,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Low
CHRON00263,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON00264,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON00265,Age 50-60,2,"Symptom_0, Symptom_1",Rheumatology,Very High
CHRON00266,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON00267,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON00268,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON00269,Age 80+,1,"Symptom_0, Symptom_1",Rheumatology,Low
CHRON00270,Age 40-50,1,"Symptom_0, Symptom_1",Rheumatology,Low
CHRON00271,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON00272,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON00273,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON00274,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON00275,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON00276,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON00277,Age 80+,3,"Symptom_0, Symptom_1",Endocrinology,High
CHRON00278,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,High
CHRON00279,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON00280,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Psychiatry,High
CHRON00281,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON00282,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON00283,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON00284,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Low
CHRON00285,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,High
CHRON00286,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON00287,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON00288,Age 50-60,3,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON00289,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,High
CHRON00290,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Very High
CHRON00291,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Low
CHRON00292,Age 70-80,2,"Symptom_0, Symptom_1",Cardiology,Moderate
CHRON00293,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Moderate
CHRON00294,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Low
CHRON00295,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2",Oncology,Moderate
CHRON00296,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,High
CHRON00297,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON00298,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON00299,Alcohol Use,2,"Symptom_0, Symptom_1",Cardiology,High
CHRON00300,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,High
CHRON00301,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON00302,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON00303,Age 50-60,1,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON00304,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON00305,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,High
CHRON00306,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Moderate
CHRON00307,Heart Disease + CKD,3,"Symptom_0, Symptom_1",Oncology,Low
CHRON00308,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON00309,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,High
CHRON00310,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON00311,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON00312,Age 40-50,2,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON00313,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON00314,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Oncology,Low
CHRON00315,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON00316,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Very High
CHRON00317,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Oncology,Low
CHRON00318,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON00319,Age 60-70,1,"Symptom_0, Symptom_1",Oncology,High
CHRON00320,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON00321,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON00322,Smoking,1,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON00323,Stress,2,"Symptom_0, Symptom_1",Rheumatology,High
CHRON00324,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON00325,Age 80+,2,"Symptom_0, Symptom_1",General Medicine,High
CHRON00326,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON00327,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Low
CHRON00328,Heart Disease + CKD,3,"Symptom_0, Symptom_1",Cardiology,High
CHRON00329,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON00330,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON00331,Age 70-80,2,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON00332,Heart Disease + CKD,4,"Symptom_0, Symptom_1",General Medicine,Low
CHRON00333,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,High
CHRON00334,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Very High
CHRON00335,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON00336,Age 80+,1,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON00337,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Low
CHRON00338,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Very High
CHRON00339,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Low
CHRON00340,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON00341,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Very High
CHRON00342,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON00343,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,High
CHRON00344,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON00345,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2",Oncology,Low
CHRON00346,Age 40-50,3,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON00347,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Moderate
CHRON00348,Diabetes + Hypertension,5,"Symptom_0, Symptom_1",Pulmonology,High
CHRON00349,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON00350,Alcohol Use,2,"Symptom_0, Symptom_1",Rheumatology,Low
CHRON00351,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,High
CHRON00352,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON00353,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON00354,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Moderate
CHRON00355,Poor Diet,2,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON00356,Alcohol Use,2,"Symptom_0, Symptom_1",Cardiology,High
CHRON00357,Smoking,1,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON00358,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,High
CHRON00359,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON00360,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON00361,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Very High
CHRON00362,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Low
CHRON00363,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Cardiology,Moderate
CHRON00364,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Very High
CHRON00365,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON00366,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON00367,Age 70-80,2,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON00368,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON00369,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON00370,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON00371,Age 50-60,1,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON00372,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON00373,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON00374,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,High
CHRON00375,Poor Diet,2,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON00376,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON00377,Stress,2,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON00378,Stress,2,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON00379,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON00380,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,High
CHRON00381,Heart Disease + CKD,3,"Symptom_0, Symptom_1",General Medicine,High
CHRON00382,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON00383,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,High
CHRON00384,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON00385,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Moderate
CHRON00386,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON00387,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON00388,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Moderate
CHRON00389,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON00390,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,High
CHRON00391,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,High
CHRON00392,Age 60-70,1,"Symptom_0, Symptom_1",Oncology,Very High
CHRON00393,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Very High
CHRON00394,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Low
CHRON00395,Alcohol Use,2,"Symptom_0, Symptom_1",Psychiatry,Very High
CHRON00396,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Very High
CHRON00397,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Very High
CHRON00398,Poor Diet,2,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON00399,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Moderate
CHRON00400,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Very High
CHRON00401,Age 60-70,1,"Symptom_0, Symptom_1",Cardiology,Moderate
CHRON00402,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON00403,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Low
CHRON00404,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON00405,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Moderate
CHRON00406,Alcohol Use,2,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON00407,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Low
CHRON00408,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON00409,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,High
CHRON00410,Stress,1,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON00411,Age 40-50,1,"Symptom_0, Symptom_1",General Medicine,Low
CHRON00412,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON00413,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,High
CHRON00414,Age 80+,1,"Symptom_0, Symptom_1",Psychiatry,Low
CHRON00415,Poor Diet,1,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON00416,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON00417,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON00418,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Very High
CHRON00419,Age 50-60,2,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON00420,Heart Disease + CKD,5,"Symptom_0, Symptom_1",Oncology,High
CHRON00421,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON00422,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON00423,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON00424,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,High
CHRON00425,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON00426,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",General Medicine,Moderate
CHRON00427,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON00428,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON00429,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Cardiology,High
CHRON00430,Age 60-70,3,"Symptom_0, Symptom_1",General Medicine,High
CHRON00431,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON00432,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Very High
CHRON00433,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON00434,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Very High
CHRON00435,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Very High
CHRON00436,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,High
CHRON00437,Heart Disease + CKD,5,"Symptom_0, Symptom_1",Psychiatry,Very High
CHRON00438,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON00439,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON00440,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON00441,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON00442,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,High
CHRON00443,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Very High
CHRON00444,Smoking,2,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON00445,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Very High
CHRON00446,Smoking,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Very High
CHRON00447,Smoking,2,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON00448,Age 40-50,3,"Symptom_0, Symptom_1",Nephrology,High
CHRON00449,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON00450,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON00451,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON00452,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Moderate
CHRON00453,Alcohol Use,2,"Symptom_0, Symptom_1",Oncology,High
CHRON00454,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON00455,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON00456,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Very High
CHRON00457,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON00458,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,High
CHRON00459,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON00460,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON00461,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON00462,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON00463,Alcohol Use,1,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON00464,Age 40-50,2,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON00465,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Low
CHRON00466,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON00467,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Moderate
CHRON00468,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON00469,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON00470,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,High
CHRON00471,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON00472,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Moderate
CHRON00473,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,High
CHRON00474,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON00475,Smoking,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON00476,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,High
CHRON00477,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Moderate
CHRON00478,Age 80+,3,"Symptom_0, Symptom_1",Rheumatology,Very High
CHRON00479,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Very High
CHRON00480,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON00481,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON00482,Age 50-60,1,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON00483,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON00484,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Very High
CHRON00485,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
