Symptom_ID,Symptom_Name,Base_Severity,Emergency_Trigger,Associated_Department,Possible_Linked_Conditions,Typical_Duration_Days
SYMP00285,chronic loss of taste,3,False,General Medicine,"Condition_0, Condition_1, Condition_2",18
SYMP00286,sudden loss of taste,9,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3, Condition_4",2
SYMP00287,persistent loss of taste,4,False,General Medicine,"Condition_0, Condition_1",8
SYMP00288,intermittent loss of taste,5,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3, Condition_4",2
SYMP00289,mild loss of smell,4,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",6
SYMP00290,moderate loss of smell,7,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3, Condition_4",18
SYMP00291,severe loss of smell,7,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",23
SYMP00292,acute loss of smell,10,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3, Condition_4",23
SYMP00293,chronic loss of smell,2,False,General Medicine,"Condition_0, Condition_1",14
SYMP00294,sudden loss of smell,10,True,General Medicine,"Condition_0, Condition_1, Condition_2",2
SYMP00295,persistent loss of smell,5,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",22
SYMP00296,intermittent loss of smell,1,False,General Medicine,"Condition_0, Condition_1, Condition_2",29
SYMP00297,severe rapid heartbeat,7,False,Orthopedics,"Condition_0, Condition_1",30
SYMP00298,chronic numbness,9,False,Gastroenterology,Condition_0,30
SYMP00299,acute chest,7,False,Neurology,"Condition_0, Condition_1",31
SYMP00300,mild chills,9,True,Pulmonology,"Condition_0, Condition_1, Condition_2",52
SYMP00301,mild dizziness,5,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",14
SYMP00302,sudden chills,4,False,Neurology,"Condition_0, Condition_1, Condition_2",36
SYMP00303,acute seizure,4,False,Cardiology,"Condition_0, Condition_1",5
SYMP00304,severe cough,9,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP00305,severe tingling,5,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",53
SYMP00306,persistent tingling,9,False,Surgery,"Condition_0, Condition_1, Condition_2",8
SYMP00307,sudden throat,9,False,Emergency,Condition_0,27
SYMP00308,mild rapid heartbeat,8,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",54
SYMP00309,intermittent diarrhea,2,True,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",1
SYMP00310,intermittent back,10,False,Cardiology,"Condition_0, Condition_1",42
SYMP00311,persistent eye,1,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",13
SYMP00312,chronic shortness of breath,10,False,Infectious Disease,"Condition_0, Condition_1",12
SYMP00313,moderate confusion,4,False,ICU,"Condition_0, Condition_1, Condition_2",57
SYMP00314,severe seizure,8,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",44
SYMP00315,acute weight loss,2,False,ICU,"Condition_0, Condition_1",3
SYMP00316,severe weight loss,1,False,Emergency,"Condition_0, Condition_1, Condition_2",39
SYMP00317,sudden joint,4,False,Cardiology,Condition_0,31
SYMP00318,intermittent dizziness,10,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",30
SYMP00319,persistent chills,3,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",45
SYMP00320,moderate loss of smell,10,False,Neurology,"Condition_0, Condition_1",10
SYMP00321,moderate diarrhea,1,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP00322,intermittent seizure,7,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",30
SYMP00323,severe seizure,4,False,ICU,Condition_0,47
SYMP00324,severe difficulty breathing,8,False,Orthopedics,Condition_0,24
SYMP00325,sudden throat,7,False,General Medicine,"Condition_0, Condition_1",51
SYMP00326,mild loss of smell,6,False,Pulmonology,Condition_0,55
SYMP00327,chronic loss of smell,7,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",9
SYMP00328,chronic chest tightness,6,False,Neurology,"Condition_0, Condition_1",24
SYMP00329,sudden chest tightness,3,False,Surgery,Condition_0,19
SYMP00330,persistent sweating,7,False,Orthopedics,"Condition_0, Condition_1, Condition_2",26
SYMP00331,acute joint,5,False,ICU,"Condition_0, Condition_1, Condition_2",22
SYMP00332,persistent hearing loss,9,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",23
SYMP00333,mild tingling,9,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",9
SYMP00334,sudden muscle,8,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",2
SYMP00335,persistent seizure,6,False,Surgery,Condition_0,36
SYMP00336,acute weight loss,9,False,Pulmonology,"Condition_0, Condition_1",15
SYMP00337,sudden palpitations,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",25
SYMP00338,persistent cough,4,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",54
SYMP00339,chronic ear,1,False,Cardiology,Condition_0,1
SYMP00340,intermittent shortness of breath,2,False,Emergency,"Condition_0, Condition_1, Condition_2",27
SYMP00341,persistent constipation,8,False,Cardiology,Condition_0,34
SYMP00342,sudden loss of taste,2,False,Neurology,"Condition_0, Condition_1",45
SYMP00343,mild constipation,9,False,ICU,"Condition_0, Condition_1, Condition_2",55
SYMP00344,mild chills,6,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",24
SYMP00345,mild eye,8,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",38
SYMP00346,acute abdominal,9,False,Neurology,"Condition_0, Condition_1, Condition_2",19
SYMP00347,moderate loss of taste,8,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",11
SYMP00348,mild difficulty breathing,5,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",19
SYMP00349,persistent bloating,4,False,Surgery,Condition_0,21
SYMP00350,acute bloating,6,False,Surgery,Condition_0,9
SYMP00351,mild difficulty breathing,4,False,Neurology,"Condition_0, Condition_1",19
SYMP00352,acute fever,1,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",49
SYMP00353,acute chest tightness,6,False,Orthopedics,"Condition_0, Condition_1, Condition_2",34
SYMP00354,persistent nausea,3,False,Surgery,Condition_0,57
SYMP00355,intermittent chest,6,False,Cardiology,"Condition_0, Condition_1, Condition_2",6
SYMP00356,sudden chest,5,False,Orthopedics,"Condition_0, Condition_1",21
SYMP00357,intermittent numbness,8,False,General Medicine,"Condition_0, Condition_1, Condition_2",32
SYMP00358,persistent cough,10,False,Surgery,"Condition_0, Condition_1, Condition_2",21
SYMP00359,mild sweating,9,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",56
SYMP00360,persistent chest tightness,7,True,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP00361,acute cough,2,False,Cardiology,"Condition_0, Condition_1, Condition_2",44
SYMP00362,chronic diarrhea,4,False,Infectious Disease,Condition_0,3
SYMP00363,sudden chest,7,False,General Medicine,"Condition_0, Condition_1, Condition_2",28
SYMP00364,intermittent bloating,9,False,Neurology,"Condition_0, Condition_1",4
SYMP00365,sudden back,5,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP00366,persistent weight loss,4,False,ICU,"Condition_0, Condition_1, Condition_2",28
SYMP00367,mild ear,2,True,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",6
SYMP00368,acute tingling,7,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",9
SYMP00369,severe eye,6,False,Orthopedics,"Condition_0, Condition_1",33
SYMP00370,severe constipation,6,False,Gastroenterology,Condition_0,49
SYMP00371,intermittent dizziness,5,False,ICU,"Condition_0, Condition_1, Condition_2",46
SYMP00372,mild back,7,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",22
SYMP00373,mild numbness,10,False,General Medicine,"Condition_0, Condition_1, Condition_2",2
SYMP00374,moderate chest,5,False,General Medicine,"Condition_0, Condition_1",25
SYMP00375,moderate vomiting,10,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",58
SYMP00376,mild fatigue,4,False,Emergency,Condition_0,21
SYMP00377,moderate abdominal,8,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",54
SYMP00378,mild back,2,False,Surgery,Condition_0,28
SYMP00379,sudden palpitations,1,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",13
SYMP00380,intermittent diarrhea,6,False,Neurology,"Condition_0, Condition_1, Condition_2",59
SYMP00381,intermittent weakness,9,False,General Medicine,"Condition_0, Condition_1",5
SYMP00382,persistent rapid heartbeat,7,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",1
SYMP00383,mild irregular heartbeat,10,True,ICU,"Condition_0, Condition_1",37
SYMP00384,moderate dizziness,3,True,Neurology,Condition_0,13
SYMP00385,sudden throat,8,True,Infectious Disease,"Condition_0, Condition_1",24
SYMP00386,intermittent vomiting,6,False,Cardiology,Condition_0,16
SYMP00387,acute blurred vision,10,False,Pulmonology,"Condition_0, Condition_1, Condition_2",16
SYMP00388,acute throat,4,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",10
SYMP00389,chronic seizure,2,True,Pulmonology,Condition_0,54
SYMP00390,chronic hearing loss,8,False,Pulmonology,"Condition_0, Condition_1",40
SYMP00391,moderate seizure,2,False,Cardiology,"Condition_0, Condition_1, Condition_2",56
SYMP00392,mild muscle,8,False,Neurology,Condition_0,50
SYMP00393,chronic seizure,4,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",10
SYMP00394,chronic loss of smell,6,True,Pulmonology,"Condition_0, Condition_1, Condition_2",31
SYMP00395,chronic loss of smell,2,False,Cardiology,Condition_0,32
SYMP00396,sudden wheezing,1,False,Infectious Disease,Condition_0,57
SYMP00397,mild fever,7,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",34
SYMP00398,acute eye,2,False,ICU,"Condition_0, Condition_1, Condition_2",23
SYMP00399,intermittent hearing loss,6,False,Orthopedics,"Condition_0, Condition_1",19
SYMP00400,persistent fatigue,6,False,Orthopedics,Condition_0,56
SYMP00401,persistent head,9,False,Pulmonology,"Condition_0, Condition_1, Condition_2",59
SYMP00402,sudden blurred vision,1,False,Cardiology,Condition_0,26
SYMP00403,chronic cough,5,True,Emergency,Condition_0,42
SYMP00404,intermittent palpitations,9,False,ICU,Condition_0,22
SYMP00405,intermittent palpitations,5,False,General Medicine,"Condition_0, Condition_1, Condition_2",48
SYMP00406,acute confusion,3,False,Emergency,"Condition_0, Condition_1, Condition_2",50
SYMP00407,moderate blurred vision,7,False,ICU,"Condition_0, Condition_1",25
SYMP00408,persistent cough,5,False,Neurology,Condition_0,54
SYMP00409,acute difficulty breathing,4,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",41
SYMP00410,mild fever,10,False,Pulmonology,Condition_0,43
SYMP00411,persistent vomiting,6,False,Neurology,"Condition_0, Condition_1",31
SYMP00412,severe weight loss,4,False,Emergency,"Condition_0, Condition_1, Condition_2",27
SYMP00413,moderate sweating,3,False,Gastroenterology,Condition_0,22
SYMP00414,moderate weakness,7,True,ICU,"Condition_0, Condition_1",17
SYMP00415,moderate numbness,4,True,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP00416,moderate irregular heartbeat,8,False,Cardiology,"Condition_0, Condition_1, Condition_2",17
SYMP00417,persistent sweating,1,False,Emergency,Condition_0,58
SYMP00418,intermittent tingling,10,True,Surgery,"Condition_0, Condition_1",36
SYMP00419,intermittent diarrhea,3,True,Surgery,"Condition_0, Condition_1",16
SYMP00420,severe joint,2,False,ICU,"Condition_0, Condition_1",42
SYMP00421,severe loss of taste,1,False,Emergency,Condition_0,46
SYMP00422,mild irregular heartbeat,2,True,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",1
SYMP00423,intermittent blurred vision,9,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",16
SYMP00424,chronic fever,2,False,Emergency,Condition_0,8
SYMP00425,severe seizure,7,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",31
SYMP00426,acute chest,7,False,Orthopedics,"Condition_0, Condition_1, Condition_2",32
SYMP00427,persistent chest,2,False,Surgery,"Condition_0, Condition_1",13
SYMP00428,intermittent chills,8,True,Cardiology,"Condition_0, Condition_1",24
SYMP00429,chronic difficulty breathing,3,False,Infectious Disease,"Condition_0, Condition_1",38
SYMP00430,severe sweating,1,False,Orthopedics,Condition_0,20
SYMP00431,sudden numbness,5,False,Surgery,Condition_0,44
SYMP00432,acute joint,9,False,Orthopedics,Condition_0,26
SYMP00433,persistent confusion,10,False,Surgery,Condition_0,54
SYMP00434,sudden chest tightness,8,False,Cardiology,Condition_0,25
SYMP00435,sudden weakness,9,False,Neurology,"Condition_0, Condition_1, Condition_2",11
SYMP00436,sudden fever,6,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",48
SYMP00437,intermittent seizure,8,False,General Medicine,Condition_0,8
SYMP00438,severe weakness,8,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",10
SYMP00439,persistent eye,1,True,Infectious Disease,"Condition_0, Condition_1, Condition_2",18
SYMP00440,mild loss of smell,7,True,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",38
SYMP00441,sudden blurred vision,6,False,Cardiology,"Condition_0, Condition_1",39
SYMP00442,moderate throat,4,False,Gastroenterology,Condition_0,57
SYMP00443,intermittent bloating,7,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",27
SYMP00444,sudden irregular heartbeat,9,False,Cardiology,"Condition_0, Condition_1",59
SYMP00445,intermittent numbness,2,False,Orthopedics,Condition_0,23
SYMP00446,persistent confusion,9,True,Surgery,"Condition_0, Condition_1, Condition_2",56
SYMP00447,sudden head,1,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",33
SYMP00448,mild constipation,8,False,Infectious Disease,Condition_0,19
SYMP00449,acute hearing loss,8,False,ICU,"Condition_0, Condition_1, Condition_2",56
SYMP00450,moderate palpitations,5,False,Infectious Disease,"Condition_0, Condition_1",54
SYMP00451,chronic irregular heartbeat,6,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",12
SYMP00452,mild numbness,7,False,Pulmonology,"Condition_0, Condition_1, Condition_2",15
SYMP00453,sudden chills,3,False,ICU,Condition_0,13
SYMP00454,mild bloating,2,False,Neurology,"Condition_0, Condition_1",23
SYMP00455,sudden weakness,1,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP00456,acute cough,5,False,Neurology,"Condition_0, Condition_1",26
SYMP00457,severe hearing loss,6,False,Neurology,"Condition_0, Condition_1",44
SYMP00458,sudden weakness,10,False,Pulmonology,Condition_0,44
SYMP00459,sudden dizziness,9,False,Surgery,"Condition_0, Condition_1, Condition_2",48
SYMP00460,sudden back,1,False,Cardiology,"Condition_0, Condition_1, Condition_2",18
SYMP00461,sudden numbness,1,False,Surgery,"Condition_0, Condition_1, Condition_2",51
SYMP00462,severe blurred vision,8,False,Orthopedics,"Condition_0, Condition_1",32
SYMP00463,mild cough,9,False,Neurology,Condition_0,37
SYMP00464,chronic difficulty breathing,4,False,Pulmonology,"Condition_0, Condition_1",40
SYMP00465,moderate fatigue,6,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",1
SYMP00466,persistent ear,8,False,Pulmonology,"Condition_0, Condition_1",42
SYMP00467,persistent weight loss,5,False,Infectious Disease,"Condition_0, Condition_1",4
SYMP00468,chronic fatigue,2,False,Surgery,Condition_0,12
SYMP00469,severe constipation,3,False,Neurology,Condition_0,22
SYMP00470,mild sweating,10,True,Neurology,"Condition_0, Condition_1, Condition_2",31
SYMP00471,sudden loss of taste,7,False,General Medicine,"Condition_0, Condition_1, Condition_2",40
SYMP00472,intermittent sweating,3,False,Pulmonology,"Condition_0, Condition_1",59
SYMP00473,moderate constipation,9,True,Infectious Disease,Condition_0,9
SYMP00474,moderate cough,10,False,Infectious Disease,Condition_0,18
SYMP00475,severe shortness of breath,9,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP00476,moderate dizziness,8,False,Pulmonology,"Condition_0, Condition_1",17
SYMP00477,severe irregular heartbeat,5,False,ICU,Condition_0,5
SYMP00478,persistent chest,5,False,Pulmonology,"Condition_0, Condition_1",8
SYMP00479,acute seizure,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",37
