Doctor_ID,Specialization,Subspecialty,Experience_Years,Max_Patients_Per_Hour,Critical_Case_Certified,Performance_Score,Preferred_Case_Types,Consultation_Fee,Availability_Hours_Per_Week
DOC00331,Emergency,Trauma,38,5,Yes,10.0,Emergency Cases,4894,78
DOC00332,Emergency,Toxicology,25,5,Yes,10.0,Emergency Cases,2181,67
DOC00333,Emergency,Toxicology,22,5,Yes,10.0,Emergency Cases,4757,43
DOC00334,Emergency,Toxicology,13,5,Yes,9.7,Emergency Cases,2408,57
DOC00335,Emergency,Trauma,5,5,Yes,6.8,Emergency Cases,2358,57
DOC00336,Emergency,Critical Care,6,5,Yes,7.0,Emergency Cases,3901,56
DOC00337,Emergency,Critical Care,10,5,Yes,8.2,Emergency Cases,4610,64
DOC00338,Emergency,Toxicology,6,5,Yes,7.8,Emergency Cases,1856,68
DOC00339,Emergency,Critical Care,13,5,Yes,7.9,Emergency Cases,3263,67
DOC00340,Emergency,Toxicology,24,5,Yes,10.0,Emergency Cases,2533,57
DOC00341,Emergency,Toxicology,4,5,Yes,5.7,Emergency Cases,1878,59
DOC00342,Emergency,Toxicology,6,5,Yes,7.5,Emergency Cases,4844,67
DOC00343,Emergency,Pediatric EM,2,5,No,5.6,Emergency Cases,4476,69
DOC00344,Emergency,Toxicology,18,5,Yes,10.0,Emergency Cases,1097,70
DOC00345,Emergency,Trauma,5,5,Yes,6.1,Emergency Cases,4405,61
DOC00346,Emergency,Trauma,2,5,No,7.0,Emergency Cases,566,51
DOC00347,Emergency,Trauma,4,5,Yes,7.2,Emergency Cases,2804,41
DOC00348,Emergency,Toxicology,13,5,Yes,9.3,Emergency Cases,3113,58
DOC00349,Emergency,Trauma,1,5,No,6.7,Emergency Cases,2475,47
DOC00350,Emergency,Toxicology,10,5,Yes,8.6,Emergency Cases,3476,68
DOC00351,Emergency,Pediatric EM,17,5,Yes,10.0,Emergency Cases,2255,63
DOC00352,Emergency,Trauma,8,5,Yes,6.6,Emergency Cases,4072,42
DOC00353,Emergency,Toxicology,2,5,No,6.3,Emergency Cases,3450,69
DOC00354,Emergency,Pediatric EM,5,5,Yes,6.4,Emergency Cases,1371,77
DOC00355,Emergency,Trauma,18,5,Yes,9.5,Emergency Cases,1460,69
DOC00356,Emergency,Trauma,14,5,Yes,8.4,Emergency Cases,1421,71
DOC00357,Emergency,Trauma,5,5,Yes,6.6,Emergency Cases,1374,77
DOC00358,Emergency,Critical Care,9,5,Yes,8.0,Emergency Cases,4146,40
DOC00359,Emergency,Trauma,1,5,No,5.0,Emergency Cases,2980,75
DOC00360,Emergency,Critical Care,28,5,Yes,10.0,Emergency Cases,4840,79
DOC00361,Emergency,Trauma,5,5,Yes,7.5,Emergency Cases,2421,54
DOC00362,Emergency,Critical Care,11,5,Yes,8.7,Emergency Cases,4099,49
DOC00363,Emergency,Pediatric EM,6,5,Yes,7.7,Emergency Cases,1896,67
DOC00364,Emergency,Pediatric EM,13,5,Yes,8.6,Emergency Cases,1449,50
DOC00365,Emergency,Critical Care,5,5,Yes,6.8,Emergency Cases,886,64
DOC00366,Emergency,Critical Care,3,5,No,6.9,Emergency Cases,1456,71
DOC00367,Emergency,Critical Care,6,5,Yes,6.3,Emergency Cases,875,42
DOC00368,Emergency,Critical Care,4,5,Yes,6.6,Emergency Cases,1091,56
DOC00369,Emergency,Trauma,3,5,Yes,7.0,Emergency Cases,4327,79
DOC00370,Emergency,Critical Care,4,5,Yes,6.8,Emergency Cases,1123,57
DOC00371,Emergency,Toxicology,6,5,Yes,6.0,Emergency Cases,2394,46
DOC00372,Emergency,Pediatric EM,5,5,Yes,6.8,Emergency Cases,1272,61
DOC00373,Emergency,Critical Care,10,5,Yes,7.6,Emergency Cases,3733,40
DOC00374,Emergency,Critical Care,8,5,Yes,6.6,Emergency Cases,1975,42
DOC00375,Emergency,Toxicology,11,5,Yes,8.3,Emergency Cases,1864,69
DOC00376,Emergency,Pediatric EM,2,5,Yes,6.7,Emergency Cases,551,62
DOC00377,Emergency,Pediatric EM,1,5,No,5.0,Emergency Cases,1541,40
DOC00378,Emergency,Toxicology,37,5,Yes,10.0,Emergency Cases,2862,67
DOC00379,Emergency,Pediatric EM,13,5,Yes,9.3,Emergency Cases,1538,49
DOC00380,Emergency,Toxicology,1,5,No,5.6,Emergency Cases,3545,43
DOC00381,Emergency,Critical Care,2,5,No,6.7,Emergency Cases,4048,77
DOC00382,Emergency,Trauma,3,5,No,6.4,Emergency Cases,1463,76
DOC00383,Emergency,Toxicology,16,5,Yes,8.5,Emergency Cases,3226,43
DOC00384,Emergency,Trauma,11,5,Yes,7.9,Emergency Cases,903,56
DOC00385,Emergency,Trauma,22,5,Yes,10.0,Emergency Cases,3032,44
DOC00386,Emergency,Toxicology,11,5,Yes,9.2,Emergency Cases,3643,78
DOC00387,Emergency,Trauma,5,5,Yes,6.6,Emergency Cases,3669,63
DOC00388,Emergency,Toxicology,5,5,Yes,6.8,Emergency Cases,532,64
DOC00389,Emergency,Pediatric EM,34,5,Yes,10.0,Emergency Cases,4467,68
DOC00390,Emergency,Pediatric EM,23,5,Yes,10.0,Emergency Cases,1854,49
DOC00391,Emergency,Trauma,11,5,Yes,8.0,Emergency Cases,2934,75
DOC00392,Emergency,Trauma,38,5,Yes,10.0,Emergency Cases,3499,65
DOC00393,Emergency,Trauma,3,5,No,6.8,Emergency Cases,4487,44
DOC00394,Emergency,Trauma,3,5,No,5.8,Emergency Cases,1822,46
DOC00395,Emergency,Trauma,22,5,Yes,10.0,Emergency Cases,1445,51
DOC00396,Emergency,Pediatric EM,13,5,Yes,8.7,Emergency Cases,2773,66
DOC00397,Emergency,Trauma,4,5,Yes,5.9,Emergency Cases,1997,57
DOC00398,Emergency,Critical Care,3,5,Yes,7.0,Emergency Cases,4515,59
DOC00399,Emergency,Toxicology,6,5,Yes,7.0,Emergency Cases,1188,63
DOC00400,Emergency,Trauma,2,5,No,6.1,Emergency Cases,609,75
DOC00401,Emergency,Toxicology,9,5,Yes,7.8,Emergency Cases,4527,79
DOC00402,Emergency,Critical Care,14,5,Yes,9.8,Emergency Cases,3438,71
DOC00403,Emergency,Pediatric EM,22,5,Yes,10.0,Emergency Cases,1777,66
DOC00404,Emergency,Pediatric EM,3,5,No,7.2,Emergency Cases,3653,48
DOC00405,Emergency,Toxicology,6,5,Yes,6.4,Emergency Cases,2869,75
DOC00406,Emergency,Trauma,23,5,Yes,10.0,Emergency Cases,4610,56
DOC00407,Emergency,Toxicology,6,5,Yes,6.1,Emergency Cases,4090,52
DOC00408,Emergency,Critical Care,2,5,No,6.1,Emergency Cases,1237,41
DOC00409,Emergency,Trauma,4,5,No,6.4,Emergency Cases,820,40
DOC00410,Emergency,Toxicology,20,5,Yes,10.0,Emergency Cases,4247,50
DOC00411,Emergency,Toxicology,15,5,Yes,10.0,Emergency Cases,2720,75
DOC00412,Emergency,Pediatric EM,23,5,Yes,10.0,Emergency Cases,4495,42
DOC00413,Emergency,Pediatric EM,19,5,Yes,10.0,Emergency Cases,3685,50
DOC00414,Emergency,Critical Care,5,5,Yes,6.3,Emergency Cases,2593,68
DOC00415,Emergency,Pediatric EM,4,5,No,6.4,Emergency Cases,4029,65
DOC00416,Emergency,Pediatric EM,5,5,Yes,6.0,Emergency Cases,1422,55
DOC00417,Emergency,Trauma,1,5,No,6.1,Emergency Cases,1240,72
DOC00418,Emergency,Trauma,8,5,Yes,7.1,Emergency Cases,4523,73
DOC00419,Emergency,Critical Care,17,5,Yes,9.9,Emergency Cases,3234,70
DOC00420,Emergency,Critical Care,1,5,No,6.0,Emergency Cases,4209,60
DOC00421,Emergency,Trauma,18,5,Yes,9.1,Emergency Cases,3087,43
DOC00422,Emergency,Pediatric EM,28,5,Yes,10.0,Emergency Cases,4558,75
DOC00423,Emergency,Toxicology,12,5,Yes,7.7,Emergency Cases,2379,72
DOC00424,Emergency,Critical Care,1,5,No,6.5,Emergency Cases,3443,61
DOC00425,Emergency,Critical Care,1,5,No,5.9,Emergency Cases,1419,63
DOC00426,Emergency,Pediatric EM,11,5,Yes,8.3,Emergency Cases,3700,79
DOC00427,Emergency,Critical Care,6,5,Yes,6.5,Emergency Cases,776,46
DOC00428,Emergency,Toxicology,4,5,Yes,7.0,Emergency Cases,1807,60
DOC00429,Emergency,Critical Care,21,5,Yes,9.8,Emergency Cases,2644,79
DOC00430,Emergency,Toxicology,3,5,Yes,6.3,Emergency Cases,4552,73
DOC00431,Emergency,Pediatric EM,3,5,Yes,7.1,Emergency Cases,1637,79
DOC00432,Emergency,Critical Care,33,5,Yes,10.0,Emergency Cases,2838,68
DOC00433,Emergency,Toxicology,13,5,Yes,9.7,Emergency Cases,2230,57
DOC00434,Emergency,Critical Care,20,5,Yes,10.0,Emergency Cases,2326,65
DOC00435,Emergency,Pediatric EM,5,5,Yes,7.0,Emergency Cases,4200,77
DOC00436,Emergency,Pediatric EM,23,5,Yes,10.0,Emergency Cases,2490,69
DOC00437,Emergency,Toxicology,10,5,Yes,7.1,Emergency Cases,4708,43
DOC00438,Emergency,Pediatric EM,23,5,Yes,10.0,Emergency Cases,3628,44
DOC00439,Emergency,Pediatric EM,24,5,Yes,10.0,Emergency Cases,966,42
DOC00440,Emergency,Toxicology,23,5,Yes,10.0,Emergency Cases,3011,70
DOC00441,Emergency,Toxicology,18,5,Yes,10.0,Emergency Cases,4318,75
DOC00442,Emergency,Pediatric EM,8,5,Yes,8.5,Emergency Cases,4796,75
DOC00443,Emergency,Pediatric EM,1,5,No,6.7,Emergency Cases,908,77
DOC00444,Emergency,Trauma,5,5,Yes,7.1,Emergency Cases,4021,49
DOC00445,Emergency,Toxicology,5,5,Yes,5.9,Emergency Cases,1550,58
DOC00446,Emergency,Pediatric EM,2,5,Yes,5.3,Emergency Cases,4913,53
DOC00447,Emergency,Trauma,14,5,Yes,9.3,Emergency Cases,989,67
DOC00448,Emergency,Pediatric EM,11,5,Yes,9.2,Emergency Cases,4575,65
DOC00449,Emergency,Trauma,6,5,Yes,6.9,Emergency Cases,983,68
DOC00450,Emergency,Toxicology,2,5,No,6.8,Emergency Cases,2147,53
DOC00451,Emergency,Toxicology,6,5,Yes,7.2,Emergency Cases,1944,52
DOC00452,Emergency,Toxicology,1,5,No,5.5,Emergency Cases,4932,57
DOC00453,Emergency,Critical Care,5,5,Yes,6.6,Emergency Cases,1119,64
DOC00454,Emergency,Toxicology,16,5,Yes,9.8,Emergency Cases,1495,78
DOC00455,Emergency,Trauma,13,5,Yes,9.4,Emergency Cases,4659,69
DOC00456,Emergency,Trauma,11,5,Yes,8.6,Emergency Cases,4393,77
DOC00457,Emergency,Toxicology,3,5,No,6.4,Emergency Cases,825,64
DOC00458,Emergency,Pediatric EM,9,5,Yes,8.3,Emergency Cases,531,73
DOC00459,Emergency,Trauma,5,5,Yes,7.5,Emergency Cases,3938,67
DOC00460,Emergency,Pediatric EM,4,5,Yes,7.0,Emergency Cases,3364,44
DOC00461,Emergency,Critical Care,13,5,Yes,7.8,Emergency Cases,3697,64
DOC00462,Emergency,Pediatric EM,13,5,Yes,9.4,Emergency Cases,2676,78
DOC00463,Emergency,Toxicology,11,5,Yes,9.1,Emergency Cases,4046,40
DOC00464,Emergency,Critical Care,21,5,Yes,10.0,Emergency Cases,4047,73
DOC00465,Emergency,Trauma,20,5,Yes,10.0,Emergency Cases,664,45
DOC00466,Emergency,Toxicology,5,5,Yes,6.3,Emergency Cases,3529,46
DOC00467,Emergency,Critical Care,8,5,Yes,7.8,Emergency Cases,812,74
DOC00468,Emergency,Toxicology,6,5,Yes,6.6,Emergency Cases,4081,66
DOC00469,Emergency,Toxicology,14,5,Yes,9.9,Emergency Cases,3801,57
DOC00470,Emergency,Toxicology,19,5,Yes,10.0,Emergency Cases,3301,78
DOC00471,Emergency,Critical Care,5,5,Yes,6.3,Emergency Cases,579,71
DOC00472,Emergency,Trauma,5,5,Yes,6.8,Emergency Cases,1288,46
DOC00473,Emergency,Toxicology,16,5,Yes,8.7,Emergency Cases,4297,78
DOC00474,Emergency,Pediatric EM,3,5,Yes,5.4,Emergency Cases,3360,79
DOC00475,Emergency,Pediatric EM,4,5,Yes,6.2,Emergency Cases,2019,79
DOC00476,Emergency,Pediatric EM,4,5,Yes,7.3,Emergency Cases,1905,68
DOC00477,Emergency,Critical Care,11,5,Yes,8.8,Emergency Cases,2258,44
DOC00478,Emergency,Pediatric EM,2,5,No,5.7,Emergency Cases,4350,74
DOC00479,Emergency,Critical Care,5,5,Yes,6.0,Emergency Cases,3302,40
DOC00480,Emergency,Critical Care,3,5,No,6.8,Emergency Cases,1509,40
DOC00481,Emergency,Pediatric EM,30,5,Yes,10.0,Emergency Cases,786,57
DOC00482,Emergency,Trauma,27,5,Yes,10.0,Emergency Cases,679,78
DOC00483,Emergency,Pediatric EM,6,5,Yes,6.8,Emergency Cases,4215,76
DOC00484,Emergency,Trauma,18,5,Yes,10.0,Emergency Cases,4178,79
DOC00485,Emergency,Trauma,4,5,No,6.3,Emergency Cases,3183,75
DOC00486,Emergency,Critical Care,8,5,Yes,7.4,Emergency Cases,879,56
DOC00487,Emergency,Toxicology,5,5,Yes,6.4,Emergency Cases,4640,75
DOC00488,Emergency,Toxicology,3,5,Yes,6.9,Emergency Cases,4501,57
DOC00489,Emergency,Trauma,3,5,Yes,5.4,Emergency Cases,1396,67
DOC00490,Emergency,Pediatric EM,2,5,Yes,5.8,Emergency Cases,759,63
DOC00491,Emergency,Critical Care,8,5,Yes,6.6,Emergency Cases,634,55
DOC00492,Emergency,Pediatric EM,4,5,Yes,6.5,Emergency Cases,2472,58
DOC00493,Emergency,Critical Care,17,5,Yes,10.0,Emergency Cases,2599,45
DOC00494,Emergency,Trauma,22,5,Yes,10.0,Emergency Cases,4140,49
DOC00495,Emergency,Trauma,1,5,No,5.9,Emergency Cases,4904,74
DOC00496,Emergency,Toxicology,1,5,No,5.6,Emergency Cases,2021,52
DOC00497,Emergency,Trauma,6,5,Yes,7.3,Emergency Cases,2115,65
DOC00498,Emergency,Critical Care,5,5,Yes,6.5,Emergency Cases,2977,62
DOC00499,Emergency,Toxicology,12,5,Yes,8.3,Emergency Cases,2610,61
DOC00500,Emergency,Trauma,3,5,No,5.8,Emergency Cases,1442,78
DOC00501,Emergency,Trauma,11,5,Yes,9.1,Emergency Cases,3110,49
DOC00502,Emergency,Toxicology,22,5,Yes,10.0,Emergency Cases,2551,65
DOC00503,Emergency,Toxicology,7,5,Yes,7.8,Emergency Cases,2428,58
DOC00504,Emergency,Critical Care,10,5,Yes,8.0,Emergency Cases,2984,57
DOC00505,Emergency,Pediatric EM,2,5,No,5.5,Emergency Cases,4604,50
DOC00506,Emergency,Toxicology,5,5,Yes,6.8,Emergency Cases,1721,76
DOC00507,Emergency,Toxicology,13,5,Yes,7.8,Emergency Cases,689,41
DOC00508,Emergency,Toxicology,2,5,Yes,6.7,Emergency Cases,2249,70
DOC00509,Emergency,Toxicology,11,5,Yes,8.6,Emergency Cases,956,51
DOC00510,Emergency,Trauma,2,5,No,6.4,Emergency Cases,3768,65
DOC00511,Emergency,Pediatric EM,5,5,Yes,6.4,Emergency Cases,2731,66
DOC00512,Emergency,Toxicology,19,5,Yes,10.0,Emergency Cases,1372,59
DOC00513,Emergency,Critical Care,10,5,Yes,8.6,Emergency Cases,3046,58
DOC00514,Emergency,Pediatric EM,13,5,Yes,8.8,Emergency Cases,2038,62
DOC00515,Emergency,Pediatric EM,16,5,Yes,9.4,Emergency Cases,2666,49
DOC00516,Emergency,Critical Care,25,5,Yes,10.0,Emergency Cases,2094,55
DOC00517,Emergency,Trauma,3,5,No,6.9,Emergency Cases,4351,58
DOC00518,Emergency,Toxicology,10,5,Yes,8.6,Emergency Cases,2853,60
DOC00519,Emergency,Trauma,17,5,Yes,9.5,Emergency Cases,4269,75
DOC00520,Emergency,Trauma,39,5,Yes,10.0,Emergency Cases,1825,69
DOC00521,Emergency,Pediatric EM,1,5,No,5.6,Emergency Cases,1459,52
DOC00522,Emergency,Trauma,13,5,Yes,8.4,Emergency Cases,4591,79
DOC00523,Emergency,Toxicology,1,5,Yes,5.3,Emergency Cases,2064,76
DOC00524,Emergency,Critical Care,2,5,No,6.7,Emergency Cases,1733,67
DOC00525,Emergency,Trauma,10,5,Yes,8.2,Emergency Cases,1206,47
DOC00526,Emergency,Toxicology,1,5,No,6.0,Emergency Cases,3104,65
DOC00527,Emergency,Toxicology,23,5,Yes,10.0,Emergency Cases,2055,48
DOC00528,Emergency,Toxicology,7,5,Yes,6.3,Emergency Cases,2471,75
DOC00529,Emergency,Toxicology,7,5,Yes,7.4,Emergency Cases,562,46
DOC00530,Emergency,Toxicology,2,5,Yes,5.1,Emergency Cases,2564,63
DOC00531,Emergency,Toxicology,6,5,Yes,7.1,Emergency Cases,4632,64
DOC00532,Emergency,Trauma,4,5,No,7.4,Emergency Cases,3602,44
DOC00533,Emergency,Trauma,2,5,No,6.5,Emergency Cases,4609,64
DOC00534,Emergency,Pediatric EM,2,5,No,5.7,Emergency Cases,2687,53
DOC00535,Emergency,Trauma,4,5,No,6.4,Emergency Cases,3803,51
DOC00536,Emergency,Critical Care,17,5,Yes,9.6,Emergency Cases,1291,61
DOC00537,Emergency,Toxicology,24,5,Yes,10.0,Emergency Cases,1664,71
DOC00538,Emergency,Pediatric EM,2,5,No,6.4,Emergency Cases,2856,59
DOC00539,Emergency,Critical Care,5,5,Yes,6.1,Emergency Cases,1864,69
DOC00540,Emergency,Toxicology,6,5,Yes,7.5,Emergency Cases,4215,73
DOC00541,Emergency,Pediatric EM,6,5,Yes,7.7,Emergency Cases,4569,58
DOC00542,Emergency,Trauma,5,5,Yes,7.4,Emergency Cases,1429,69
DOC00543,Emergency,Critical Care,1,5,No,5.9,Emergency Cases,4438,74
DOC00544,Emergency,Trauma,13,5,Yes,9.6,Emergency Cases,3495,77
DOC00545,Emergency,Critical Care,22,5,Yes,10.0,Emergency Cases,2014,61
DOC00546,Emergency,Pediatric EM,2,5,No,6.9,Emergency Cases,1433,69
DOC00547,Emergency,Pediatric EM,15,5,Yes,8.4,Emergency Cases,4418,43
DOC00548,Emergency,Critical Care,14,5,Yes,9.5,Emergency Cases,871,41
DOC00549,Emergency,Pediatric EM,1,5,No,5.1,Emergency Cases,3934,63
DOC00550,Emergency,Pediatric EM,4,5,No,5.7,Emergency Cases,4368,62
DOC00551,Emergency,Trauma,5,5,Yes,6.5,Emergency Cases,3876,79
DOC00552,Emergency,Critical Care,3,5,No,5.3,Emergency Cases,4226,41
DOC00553,Emergency,Pediatric EM,2,5,No,5.4,Emergency Cases,1654,58
DOC00554,Emergency,Pediatric EM,12,5,Yes,8.1,Emergency Cases,4161,56
DOC00555,Emergency,Critical Care,24,5,Yes,10.0,Emergency Cases,2365,51
DOC00556,Emergency,Toxicology,23,5,Yes,10.0,Emergency Cases,3480,61
DOC00557,Emergency,Pediatric EM,21,5,Yes,10.0,Emergency Cases,3357,49
DOC00558,Emergency,Critical Care,2,5,Yes,5.1,Emergency Cases,1721,77
DOC00559,Emergency,Pediatric EM,19,5,Yes,10.0,Emergency Cases,2423,69
DOC00560,Emergency,Pediatric EM,1,5,No,5.3,Emergency Cases,2839,54
DOC00561,Emergency,Toxicology,23,5,Yes,10.0,Emergency Cases,2621,72
DOC00562,Emergency,Critical Care,2,5,No,5.1,Emergency Cases,759,58
DOC00563,Emergency,Toxicology,1,5,No,6.1,Emergency Cases,4766,59
DOC00564,Emergency,Trauma,34,5,Yes,10.0,Emergency Cases,1652,52
DOC00565,Emergency,Pediatric EM,14,5,Yes,9.3,Emergency Cases,2305,74
DOC00566,Emergency,Pediatric EM,2,5,No,5.9,Emergency Cases,1459,68
DOC00567,Emergency,Trauma,13,5,Yes,7.9,Emergency Cases,1543,72
DOC00568,Emergency,Pediatric EM,17,5,Yes,10.0,Emergency Cases,1948,74
DOC00569,Emergency,Pediatric EM,4,5,Yes,6.0,Emergency Cases,1048,64
DOC00570,Emergency,Pediatric EM,12,5,Yes,9.2,Emergency Cases,1619,75
DOC00571,Emergency,Trauma,6,5,Yes,6.5,Emergency Cases,4282,58
DOC00572,Emergency,Trauma,8,5,Yes,6.8,Emergency Cases,1665,64
DOC00573,Emergency,Toxicology,9,5,Yes,8.7,Emergency Cases,3537,72
DOC00574,Emergency,Toxicology,18,5,Yes,9.3,Emergency Cases,1962,40
DOC00575,Emergency,Trauma,12,5,Yes,7.6,Emergency Cases,975,47
DOC00576,Emergency,Toxicology,7,5,Yes,7.4,Emergency Cases,4495,77
DOC00577,Emergency,Toxicology,6,5,Yes,6.3,Emergency Cases,4212,67
DOC00578,Emergency,Critical Care,2,5,No,6.9,Emergency Cases,3649,51
DOC00579,Emergency,Pediatric EM,15,5,Yes,10.0,Emergency Cases,1578,67
DOC00580,Emergency,Toxicology,21,5,Yes,10.0,Emergency Cases,2328,67
DOC00581,Emergency,Trauma,17,5,Yes,10.0,Emergency Cases,3527,50
DOC00582,Emergency,Trauma,1,5,No,6.6,Emergency Cases,2462,61
DOC00583,Emergency,Pediatric EM,22,5,Yes,10.0,Emergency Cases,4640,44
DOC00584,Emergency,Pediatric EM,16,5,Yes,9.2,Emergency Cases,2822,45
DOC00585,Emergency,Toxicology,3,5,No,6.1,Emergency Cases,1325,51
DOC00586,Emergency,Critical Care,6,5,Yes,7.4,Emergency Cases,2166,78
DOC00587,Emergency,Toxicology,13,5,Yes,8.1,Emergency Cases,3676,76
DOC00588,Emergency,Trauma,6,5,Yes,7.9,Emergency Cases,1808,56
DOC00589,Emergency,Critical Care,5,5,Yes,7.5,Emergency Cases,878,64
DOC00590,Emergency,Pediatric EM,11,5,Yes,8.1,Emergency Cases,1426,45
DOC00591,Emergency,Critical Care,1,5,No,5.3,Emergency Cases,4172,53
DOC00592,Emergency,Toxicology,13,5,Yes,9.0,Emergency Cases,1605,48
DOC00593,Emergency,Trauma,2,5,Yes,6.8,Emergency Cases,3166,43
DOC00594,Emergency,Critical Care,2,5,No,6.6,Emergency Cases,3028,76
DOC00595,Emergency,Trauma,4,5,Yes,6.1,Emergency Cases,1613,52
DOC00596,Emergency,Pediatric EM,12,5,Yes,8.5,Emergency Cases,3974,44
DOC00597,Emergency,Pediatric EM,24,5,Yes,10.0,Emergency Cases,2828,47
DOC00598,Emergency,Toxicology,1,5,No,5.0,Emergency Cases,3889,71
DOC00599,Emergency,Trauma,16,5,Yes,9.8,Emergency Cases,557,58
DOC00600,Emergency,Critical Care,32,5,Yes,10.0,Emergency Cases,1084,57
DOC00601,Emergency,Toxicology,14,5,Yes,9.4,Emergency Cases,973,65
DOC00602,Emergency,Toxicology,11,5,Yes,7.5,Emergency Cases,3852,77
DOC00603,Emergency,Trauma,23,5,Yes,10.0,Emergency Cases,3401,57
DOC00604,Emergency,Toxicology,4,5,No,5.7,Emergency Cases,2095,48
DOC00605,Emergency,Trauma,15,5,Yes,9.1,Emergency Cases,2669,59
DOC00606,Emergency,Toxicology,2,5,No,5.2,Emergency Cases,1982,61
DOC00607,Emergency,Pediatric EM,37,5,Yes,10.0,Emergency Cases,573,66
DOC00608,Emergency,Trauma,1,5,Yes,6.2,Emergency Cases,4509,48
DOC00609,Emergency,Trauma,4,5,No,5.5,Emergency Cases,3252,57
DOC00610,Emergency,Toxicology,18,5,Yes,10.0,Emergency Cases,3448,59
DOC00611,Emergency,Critical Care,5,5,Yes,7.3,Emergency Cases,3609,57
DOC00612,Emergency,Toxicology,1,5,No,5.0,Emergency Cases,4490,53
DOC00613,Emergency,Critical Care,5,5,Yes,6.3,Emergency Cases,3745,58
DOC00614,Emergency,Toxicology,6,5,Yes,6.5,Emergency Cases,2770,78
DOC00615,Emergency,Toxicology,15,5,Yes,9.3,Emergency Cases,618,67
DOC00616,Emergency,Toxicology,1,5,No,6.0,Emergency Cases,3955,67
DOC00617,Emergency,Pediatric EM,4,5,Yes,6.3,Emergency Cases,2601,70
DOC00618,Emergency,Pediatric EM,1,5,No,6.0,Emergency Cases,2721,45
DOC00619,Emergency,Critical Care,3,5,Yes,5.9,Emergency Cases,2013,58
DOC00620,Emergency,Critical Care,39,5,Yes,10.0,Emergency Cases,3489,43
DOC00621,Emergency,Trauma,4,5,No,7.3,Emergency Cases,4906,43
DOC00622,Emergency,Critical Care,4,5,No,5.7,Emergency Cases,1307,73
DOC00623,Emergency,Pediatric EM,11,5,Yes,8.1,Emergency Cases,4383,63
DOC00624,Emergency,Critical Care,12,5,Yes,9.5,Emergency Cases,2526,75
DOC00625,Emergency,Critical Care,18,5,Yes,9.5,Emergency Cases,3059,54
DOC00626,Emergency,Trauma,3,5,Yes,6.4,Emergency Cases,2324,43
DOC00627,Emergency,Critical Care,24,5,Yes,10.0,Emergency Cases,3945,72
DOC00628,Emergency,Trauma,17,5,Yes,9.8,Emergency Cases,1281,42
DOC00629,Emergency,Critical Care,22,5,Yes,10.0,Emergency Cases,998,64
DOC00630,Emergency,Critical Care,5,5,Yes,6.6,Emergency Cases,3743,51
DOC00631,Emergency,Critical Care,15,5,Yes,9.5,Emergency Cases,4518,66
DOC00632,Emergency,Critical Care,21,5,Yes,10.0,Emergency Cases,895,79
DOC00633,Emergency,Pediatric EM,10,5,Yes,7.1,Emergency Cases,920,77
DOC00634,Emergency,Trauma,4,5,Yes,6.2,Emergency Cases,2198,72
DOC00635,Emergency,Toxicology,9,5,Yes,6.9,Emergency Cases,4921,70
DOC00636,Emergency,Critical Care,6,5,Yes,7.1,Emergency Cases,2593,42
DOC00637,Emergency,Pediatric EM,3,5,No,7.0,Emergency Cases,3311,69
DOC00638,Emergency,Pediatric EM,8,5,Yes,7.9,Emergency Cases,4476,54
DOC00639,Emergency,Toxicology,3,5,No,6.3,Emergency Cases,3403,74
DOC00640,Emergency,Trauma,4,5,Yes,6.2,Emergency Cases,3170,61
DOC00641,Emergency,Pediatric EM,11,5,Yes,8.8,Emergency Cases,2117,71
DOC00642,Emergency,Critical Care,13,5,Yes,9.2,Emergency Cases,1448,73
DOC00643,Emergency,Trauma,7,5,Yes,8.2,Emergency Cases,805,41
DOC00644,Emergency,Trauma,15,5,Yes,10.0,Emergency Cases,4526,77
DOC00645,Emergency,Critical Care,4,5,No,6.9,Emergency Cases,2293,59
DOC00646,Emergency,Pediatric EM,14,5,Yes,8.3,Emergency Cases,710,69
DOC00647,Emergency,Critical Care,2,5,Yes,5.5,Emergency Cases,3481,74
DOC00648,Emergency,Toxicology,14,5,Yes,9.6,Emergency Cases,2973,43
DOC00649,Emergency,Toxicology,5,5,Yes,7.1,Emergency Cases,719,46
DOC00650,Emergency,Toxicology,1,5,No,5.1,Emergency Cases,1624,55
DOC00651,Emergency,Toxicology,32,5,Yes,10.0,Emergency Cases,2126,52
DOC00652,Emergency,Trauma,1,5,No,5.0,Emergency Cases,3444,53
DOC00653,Emergency,Critical Care,6,5,Yes,6.5,Emergency Cases,4078,58
DOC00654,Emergency,Trauma,39,5,Yes,10.0,Emergency Cases,4298,58
DOC00655,Emergency,Trauma,8,5,Yes,7.7,Emergency Cases,3684,46
DOC00656,Emergency,Trauma,10,5,Yes,7.8,Emergency Cases,2449,51
DOC00657,Emergency,Pediatric EM,3,5,Yes,7.0,Emergency Cases,4296,45
DOC00658,Emergency,Trauma,20,5,Yes,10.0,Emergency Cases,3739,60
DOC00659,Emergency,Pediatric EM,6,5,Yes,7.8,Emergency Cases,2723,40
DOC00660,Emergency,Pediatric EM,1,5,No,6.0,Emergency Cases,2849,48
DOC00661,Emergency,Pediatric EM,6,5,Yes,7.4,Emergency Cases,2475,42
DOC00662,Emergency,Toxicology,20,5,Yes,10.0,Emergency Cases,1909,44
DOC00663,Emergency,Critical Care,5,5,Yes,6.1,Emergency Cases,2293,74
