Condition_ID,Condition_Name,Condition_Category,Base_Severity_Score,Default_Department,Emergency_Flag,Contagious_Flag,Max_Recommended_Wait_Time_Minutes,Mortality_Risk_Level,Progression_Speed
COND00313,Concussion Severe,Neurological,8,Emergency,Yes,No,17,Moderate,Moderate
COND00314,Concussion Moderate,Neurological,5,Neurology,No,No,59,Low,Fast
COND00315,Concussion Mild,Neurological,3,Neurology,No,No,97,Low,Slow
COND00316,Concussion Progressive,Neurological,3,Neurology,No,No,165,Moderate,Moderate
COND00317,Vertigo Acute,Neurological,9,Emergency,Yes,No,5,High,Moderate
COND00318,Vertigo Chronic,Neurological,2,Neurology,No,No,91,Low,Slow
COND00319,Vertigo Severe,Neurological,10,Emergency,Yes,No,19,Moderate,Moderate
COND00320,Vertigo Moderate,Neurological,6,Neurology,No,No,45,Low,Slow
COND00321,Vertigo Mild,Neurological,3,Neurology,No,No,100,Low,Slow
COND00322,Vertigo Progressive,Neurological,3,Emergency,No,No,146,Low,Slow
COND00323,Bell Palsy Acute,Neurological,9,Emergency,Yes,No,13,High,Moderate
COND00324,Bell Palsy Chronic,Neurological,5,Emergency,No,No,112,Moderate,Slow
COND00325,Bell Palsy Severe,Neurological,8,Emergency,Yes,No,18,High,Fast
COND00326,Bell Palsy Moderate,Neurological,7,Neurology,No,No,57,Low,Moderate
COND00327,Bell Palsy Mild,Neurological,2,Neurology,No,No,138,Low,Slow
COND00328,Bell Palsy Progressive,Neurological,3,Emergency,No,No,117,Moderate,Slow
COND00329,Sepsis Severe,Infection,10,Emergency,Yes,Yes,19,Moderate,Moderate
COND00330,Sepsis Moderate,Infection,6,Cardiology,No,Yes,82,Low,Slow
COND00331,Sepsis Mild,Infection,4,Emergency,No,Yes,65,Moderate,Slow
COND00332,Sepsis Acute,Infection,8,Emergency,Yes,Yes,11,Moderate,Moderate
COND00333,Sepsis Chronic,Infection,2,General Medicine,No,No,158,Low,Slow
COND00334,Sepsis Recurrent,Infection,3,Neurology,No,Yes,103,Low,Slow
COND00335,UTI Severe,Infection,7,Neurology,No,Yes,14,High,Moderate
COND00336,UTI Moderate,Infection,7,Pulmonology,No,Yes,88,Moderate,Moderate
COND00337,UTI Mild,Infection,4,Cardiology,No,No,124,Low,Moderate
COND00338,UTI Acute,Infection,7,ICU,Yes,Yes,9,High,Fast
COND00339,UTI Chronic,Infection,3,Cardiology,No,No,135,Low,Slow
COND00340,UTI Recurrent,Infection,5,Infectious Disease,No,No,135,Low,Moderate
COND00341,Dengue Severe,Infection,10,Emergency,Yes,No,10,High,Moderate
COND00342,Dengue Moderate,Infection,4,Orthopedics,No,Yes,85,Low,Slow
COND00343,Dengue Mild,Infection,5,Emergency,No,Yes,79,Low,Fast
COND00344,Dengue Acute,Infection,9,Emergency,Yes,Yes,0,High,Moderate
COND00345,Dengue Chronic,Infection,2,Emergency,No,Yes,92,Low,Fast
COND00346,Dengue Recurrent,Infection,3,Cardiology,No,No,173,Low,Fast
COND00347,Malaria Severe,Infection,8,Emergency,Yes,Yes,6,High,Moderate
COND00348,Malaria Moderate,Infection,5,Neurology,No,Yes,52,Low,Moderate
COND00349,Malaria Mild,Infection,5,Neurology,No,Yes,178,Moderate,Moderate
COND00350,Malaria Acute,Infection,9,Emergency,Yes,No,5,Moderate,Fast
COND00351,Malaria Chronic,Infection,3,ICU,No,No,178,Low,Slow
COND00352,Malaria Recurrent,Infection,3,Infectious Disease,No,No,85,Low,Slow
COND00353,Typhoid Severe,Infection,10,Emergency,Yes,No,13,High,Moderate
COND00354,Typhoid Moderate,Infection,6,Emergency,No,Yes,34,Moderate,Moderate
COND00355,Typhoid Mild,Infection,3,ICU,No,Yes,129,Moderate,Slow
COND00356,Typhoid Acute,Infection,7,Neurology,No,Yes,12,Moderate,Fast
COND00357,Typhoid Chronic,Infection,3,ICU,No,No,169,Low,Slow
COND00358,Typhoid Recurrent,Infection,3,Orthopedics,No,Yes,164,Low,Slow
COND00359,Gastroenteritis Severe,Infection,7,Neurology,Yes,Yes,14,High,Moderate
COND00360,Gastroenteritis Moderate,Infection,6,Surgery,No,Yes,54,Moderate,Slow
COND00361,Gastroenteritis Mild,Infection,4,Infectious Disease,No,Yes,149,Low,Moderate
COND00362,Gastroenteritis Acute,Infection,8,Emergency,Yes,Yes,13,Moderate,Moderate
COND00363,Gastroenteritis Chronic,Infection,5,General Medicine,No,No,129,Low,Slow
COND00364,Gastroenteritis Recurrent,Infection,2,Emergency,No,Yes,157,Low,Moderate
COND00365,Cellulitis Severe,Infection,10,Emergency,Yes,Yes,15,Moderate,Slow
COND00366,Cellulitis Moderate,Infection,7,Pulmonology,No,Yes,52,Moderate,Slow
COND00367,Cellulitis Mild,Infection,2,Orthopedics,No,Yes,84,Moderate,Moderate
COND00368,Cellulitis Acute,Infection,10,Emergency,Yes,Yes,18,Moderate,Moderate
COND00369,Cellulitis Chronic,Infection,5,Gastroenterology,No,Yes,169,Low,Slow
COND00370,Cellulitis Recurrent,Infection,4,General Medicine,No,Yes,165,Low,Slow
COND00371,Abscess Severe,Infection,7,Pulmonology,No,Yes,10,Moderate,Slow
COND00372,Abscess Moderate,Infection,6,Neurology,No,No,85,Low,Moderate
COND00373,Abscess Mild,Infection,5,Gastroenterology,No,Yes,127,Moderate,Slow
COND00374,Abscess Acute,Infection,10,Emergency,Yes,Yes,9,High,Fast
COND00375,Abscess Chronic,Infection,3,Cardiology,No,Yes,145,Moderate,Slow
COND00376,Abscess Recurrent,Infection,4,Cardiology,No,No,101,Low,Moderate
COND00377,Wound Infection Severe,Infection,8,Emergency,Yes,Yes,3,High,Slow
COND00378,Wound Infection Moderate,Infection,7,Orthopedics,No,Yes,48,Low,Moderate
COND00379,Wound Infection Mild,Infection,3,Cardiology,No,No,108,Low,Slow
COND00380,Wound Infection Acute,Infection,9,Emergency,Yes,Yes,15,High,Fast
COND00381,Wound Infection Chronic,Infection,4,Gastroenterology,No,Yes,69,Low,Slow
COND00382,Wound Infection Recurrent,Infection,2,Gastroenterology,No,Yes,61,Low,Slow
COND00383,Blood Infection Severe,Infection,8,Emergency,Yes,No,6,High,Fast
COND00384,Blood Infection Moderate,Infection,7,Infectious Disease,Yes,Yes,55,Moderate,Slow
COND00385,Blood Infection Mild,Infection,2,General Medicine,No,Yes,163,Low,Slow
COND00386,Blood Infection Acute,Infection,7,Emergency,Yes,Yes,8,High,Moderate
COND00387,Blood Infection Chronic,Infection,5,Surgery,No,Yes,64,Low,Slow
COND00388,Blood Infection Recurrent,Infection,5,ICU,No,Yes,109,Moderate,Moderate
COND00389,Viral Fever Severe,Infection,8,Emergency,Yes,Yes,5,High,Moderate
COND00390,Viral Fever Moderate,Infection,5,Cardiology,No,Yes,59,Low,Slow
COND00391,Viral Fever Mild,Infection,3,Orthopedics,No,Yes,136,Moderate,Slow
COND00392,Viral Fever Acute,Infection,9,Emergency,Yes,Yes,15,High,Moderate
COND00393,Viral Fever Chronic,Infection,5,Cardiology,No,Yes,75,Low,Moderate
COND00394,Viral Fever Recurrent,Infection,4,ICU,No,No,64,Low,Slow
COND00395,Bacterial Infection Severe,Infection,7,General Medicine,No,Yes,5,High,Slow
COND00396,Bacterial Infection Moderate,Infection,7,Infectious Disease,Yes,Yes,67,Low,Fast
COND00397,Bacterial Infection Mild,Infection,5,Gastroenterology,No,Yes,173,Low,Moderate
COND00398,Bacterial Infection Acute,Infection,8,Emergency,Yes,Yes,8,Moderate,Slow
COND00399,Bacterial Infection Chronic,Infection,3,Infectious Disease,No,No,127,Low,Moderate
COND00400,Bacterial Infection Recurrent,Infection,3,Neurology,No,Yes,145,Low,Moderate
COND00401,Fungal Infection Severe,Infection,10,Emergency,Yes,Yes,9,Moderate,Moderate
COND00402,Fungal Infection Moderate,Infection,5,Cardiology,No,Yes,35,Low,Moderate
COND00403,Fungal Infection Mild,Infection,3,Emergency,No,Yes,80,Low,Moderate
COND00404,Fungal Infection Acute,Infection,9,Emergency,Yes,Yes,19,High,Slow
COND00405,Fungal Infection Chronic,Infection,3,Neurology,No,Yes,113,Low,Slow
COND00406,Fungal Infection Recurrent,Infection,2,General Medicine,No,No,113,Low,Moderate
COND00407,Appendicitis Acute,Gastrointestinal,9,Emergency,Yes,No,12,High,Moderate
COND00408,Appendicitis Chronic,Gastrointestinal,5,Gastroenterology,No,No,127,Low,Slow
COND00409,Appendicitis Severe,Gastrointestinal,10,Emergency,Yes,No,12,Moderate,Slow
COND00410,Appendicitis Moderate,Gastrointestinal,7,Gastroenterology,No,No,35,Moderate,Fast
COND00411,Appendicitis Mild,Gastrointestinal,3,Gastroenterology,No,No,142,Low,Slow
COND00412,Pancreatitis Acute,Gastrointestinal,8,Emergency,Yes,No,1,High,Moderate
COND00413,Pancreatitis Chronic,Gastrointestinal,3,Gastroenterology,No,No,115,Low,Slow
COND00414,Pancreatitis Severe,Gastrointestinal,7,Gastroenterology,Yes,No,13,High,Moderate
COND00415,Pancreatitis Moderate,Gastrointestinal,7,Emergency,No,No,69,Low,Moderate
COND00416,Pancreatitis Mild,Gastrointestinal,5,Surgery,No,No,95,Low,Slow
COND00417,Cholecystitis Acute,Gastrointestinal,9,Emergency,Yes,No,2,Moderate,Moderate
COND00418,Cholecystitis Chronic,Gastrointestinal,5,Surgery,No,No,130,Low,Slow
COND00419,Cholecystitis Severe,Gastrointestinal,8,Emergency,Yes,No,5,High,Fast
COND00420,Cholecystitis Moderate,Gastrointestinal,5,Gastroenterology,No,No,34,Moderate,Fast
COND00421,Cholecystitis Mild,Gastrointestinal,3,Emergency,No,No,112,Low,Slow
COND00422,Hepatitis Acute,Gastrointestinal,10,Emergency,Yes,No,16,High,Moderate
COND00423,Hepatitis Chronic,Gastrointestinal,4,Gastroenterology,No,No,114,Low,Moderate
COND00424,Hepatitis Severe,Gastrointestinal,8,Emergency,Yes,No,17,High,Moderate
COND00425,Hepatitis Moderate,Gastrointestinal,4,Surgery,No,No,71,Low,Slow
COND00426,Hepatitis Mild,Gastrointestinal,2,Gastroenterology,No,No,179,Low,Slow
COND00427,Cirrhosis Acute,Gastrointestinal,10,Emergency,Yes,No,0,High,Slow
COND00428,Cirrhosis Chronic,Gastrointestinal,3,Gastroenterology,No,No,163,Low,Slow
COND00429,Cirrhosis Severe,Gastrointestinal,8,Emergency,Yes,No,7,High,Fast
COND00430,Cirrhosis Moderate,Gastrointestinal,4,Gastroenterology,Yes,No,48,Low,Slow
COND00431,Cirrhosis Mild,Gastrointestinal,4,Gastroenterology,No,No,136,Low,Slow
COND00432,IBD Acute,Gastrointestinal,7,Emergency,Yes,No,16,High,Slow
COND00433,IBD Chronic,Gastrointestinal,3,Gastroenterology,No,No,159,Low,Slow
COND00434,IBD Severe,Gastrointestinal,9,Emergency,Yes,No,18,Moderate,Fast
COND00435,IBD Moderate,Gastrointestinal,4,Gastroenterology,No,No,37,Low,Fast
COND00436,IBD Mild,Gastrointestinal,5,Gastroenterology,No,No,140,Low,Slow
COND00437,IBS Acute,Gastrointestinal,7,Gastroenterology,No,No,2,Moderate,Moderate
COND00438,IBS Chronic,Gastrointestinal,3,Surgery,No,No,148,Low,Fast
COND00439,IBS Severe,Gastrointestinal,8,Emergency,Yes,No,3,High,Fast
COND00440,IBS Moderate,Gastrointestinal,7,Surgery,Yes,No,61,Low,Slow
COND00441,IBS Mild,Gastrointestinal,5,Gastroenterology,No,No,69,Low,Slow
COND00442,GERD Acute,Gastrointestinal,9,Emergency,Yes,No,7,High,Moderate
COND00443,GERD Chronic,Gastrointestinal,5,Emergency,No,No,173,Low,Moderate
COND00444,GERD Severe,Gastrointestinal,7,Surgery,Yes,No,16,High,Fast
COND00445,GERD Moderate,Gastrointestinal,7,Emergency,No,No,41,Low,Fast
COND00446,GERD Mild,Gastrointestinal,2,Surgery,No,No,67,Low,Slow
COND00447,Peptic Ulcer Acute,Gastrointestinal,9,Emergency,Yes,No,10,Moderate,Moderate
COND00448,Peptic Ulcer Chronic,Gastrointestinal,3,Surgery,No,No,81,Moderate,Slow
COND00449,Peptic Ulcer Severe,Gastrointestinal,8,Emergency,Yes,No,14,High,Fast
COND00450,Peptic Ulcer Moderate,Gastrointestinal,5,Gastroenterology,No,No,53,Low,Slow
COND00451,Peptic Ulcer Mild,Gastrointestinal,2,Surgery,No,No,115,Low,Moderate
COND00452,Diverticulitis Acute,Gastrointestinal,9,Emergency,Yes,No,6,Moderate,Moderate
COND00453,Diverticulitis Chronic,Gastrointestinal,2,Gastroenterology,No,No,170,Low,Slow
COND00454,Diverticulitis Severe,Gastrointestinal,10,Emergency,Yes,No,4,High,Slow
COND00455,Diverticulitis Moderate,Gastrointestinal,7,Surgery,Yes,No,71,Low,Moderate
COND00456,Diverticulitis Mild,Gastrointestinal,2,Surgery,No,No,162,Low,Slow
COND00457,Gastritis Acute,Gastrointestinal,10,Emergency,Yes,No,19,Moderate,Moderate
COND00458,Gastritis Chronic,Gastrointestinal,3,Emergency,No,No,113,Low,Fast
COND00459,Gastritis Severe,Gastrointestinal,7,Surgery,No,No,10,High,Slow
COND00460,Gastritis Moderate,Gastrointestinal,5,Gastroenterology,No,No,33,Low,Slow
COND00461,Gastritis Mild,Gastrointestinal,3,Gastroenterology,No,No,158,Moderate,Slow
COND00462,Bowel Obstruction Acute,Gastrointestinal,8,Emergency,Yes,No,9,Moderate,Moderate
COND00463,Bowel Obstruction Chronic,Gastrointestinal,5,Gastroenterology,No,No,104,Low,Slow
COND00464,Bowel Obstruction Severe,Gastrointestinal,10,Emergency,Yes,No,2,High,Fast
COND00465,Bowel Obstruction Moderate,Gastrointestinal,7,Surgery,No,No,85,Low,Moderate
COND00466,Bowel Obstruction Mild,Gastrointestinal,3,Emergency,No,No,119,Low,Slow
COND00467,GI Bleed Acute,Gastrointestinal,8,Emergency,Yes,No,12,High,Slow
COND00468,GI Bleed Chronic,Gastrointestinal,3,Emergency,No,No,90,Low,Slow
COND00469,GI Bleed Severe,Gastrointestinal,7,Gastroenterology,Yes,No,0,High,Fast
COND00470,GI Bleed Moderate,Gastrointestinal,6,Emergency,No,No,86,Low,Slow
COND00471,GI Bleed Mild,Gastrointestinal,2,Surgery,No,No,79,Low,Moderate
COND00472,Liver Failure Acute,Gastrointestinal,8,Emergency,Yes,No,10,Moderate,Slow
COND00473,Liver Failure Chronic,Gastrointestinal,3,Gastroenterology,No,No,175,Low,Moderate
COND00474,Liver Failure Severe,Gastrointestinal,7,Surgery,No,No,12,High,Slow
COND00475,Liver Failure Moderate,Gastrointestinal,6,Gastroenterology,No,No,75,Moderate,Moderate
COND00476,Liver Failure Mild,Gastrointestinal,5,Gastroenterology,No,No,108,Low,Slow
COND00477,Fracture Major,Trauma,10,Emergency,Yes,No,3,High,Fast
COND00478,Fracture Minor,Trauma,4,Emergency,No,No,60,Low,Fast
COND00479,Fracture Severe,Trauma,7,Surgery,Yes,No,19,Moderate,Slow
COND00480,Fracture Moderate,Trauma,5,Orthopedics,No,No,51,Moderate,Moderate
COND00481,Fracture Mild,Trauma,5,Orthopedics,No,No,69,Low,Slow
COND00482,Laceration Major,Trauma,8,Emergency,Yes,No,5,Moderate,Fast
COND00483,Laceration Minor,Trauma,2,Orthopedics,No,No,166,Moderate,Slow
COND00484,Laceration Severe,Trauma,7,Orthopedics,Yes,No,6,High,Fast
COND00485,Laceration Moderate,Trauma,7,Emergency,No,No,44,Low,Moderate
COND00486,Laceration Mild,Trauma,3,Emergency,No,No,73,Low,Slow
COND00487,Contusion Major,Trauma,8,Emergency,Yes,No,4,High,Moderate
COND00488,Contusion Minor,Trauma,4,Surgery,No,No,144,Low,Moderate
COND00489,Contusion Severe,Trauma,7,Orthopedics,Yes,No,9,Moderate,Moderate
COND00490,Contusion Moderate,Trauma,4,Surgery,No,No,63,Moderate,Slow
COND00491,Contusion Mild,Trauma,4,Surgery,No,No,76,Low,Moderate
COND00492,Burn Major,Trauma,8,Emergency,Yes,No,4,High,Slow
COND00493,Burn Minor,Trauma,5,Surgery,No,No,133,Low,Slow
COND00494,Burn Severe,Trauma,7,Surgery,No,No,14,High,Slow
COND00495,Burn Moderate,Trauma,5,Orthopedics,No,No,78,Low,Moderate
COND00496,Burn Mild,Trauma,5,Emergency,No,No,127,Low,Slow
COND00497,Sprain Major,Trauma,10,Emergency,Yes,No,14,High,Slow
COND00498,Sprain Minor,Trauma,5,Surgery,No,No,164,Low,Slow
COND00499,Sprain Severe,Trauma,7,Emergency,Yes,No,2,High,Moderate
COND00500,Sprain Moderate,Trauma,7,Emergency,No,No,52,Moderate,Moderate
COND00501,Sprain Mild,Trauma,4,Orthopedics,No,No,70,Low,Slow
COND00502,Dislocation Major,Trauma,10,Emergency,Yes,No,8,High,Moderate
COND00503,Dislocation Minor,Trauma,2,Orthopedics,No,No,68,Low,Slow
COND00504,Dislocation Severe,Trauma,10,Emergency,Yes,No,19,High,Moderate
COND00505,Dislocation Moderate,Trauma,5,Emergency,No,No,32,Low,Moderate
COND00506,Dislocation Mild,Trauma,3,Orthopedics,No,No,60,Low,Moderate
COND00507,Head Injury Major,Trauma,10,Emergency,Yes,No,10,Moderate,Moderate
COND00508,Head Injury Minor,Trauma,3,Emergency,No,No,177,Low,Moderate
COND00509,Head Injury Severe,Trauma,9,Emergency,Yes,No,15,High,Slow
COND00510,Head Injury Moderate,Trauma,4,Orthopedics,No,No,42,Low,Slow
COND00511,Head Injury Mild,Trauma,3,Orthopedics,No,No,178,Low,Slow
COND00512,Spinal Injury Major,Trauma,9,Emergency,Yes,No,19,High,Slow
COND00513,Spinal Injury Minor,Trauma,3,Orthopedics,No,No,158,Low,Slow
COND00514,Spinal Injury Severe,Trauma,10,Emergency,Yes,No,5,Moderate,Slow
COND00515,Spinal Injury Moderate,Trauma,7,Surgery,No,No,73,Low,Moderate
COND00516,Spinal Injury Mild,Trauma,3,Orthopedics,No,No,135,Moderate,Moderate
COND00517,Internal Bleeding Major,Trauma,7,Orthopedics,Yes,No,0,High,Fast
COND00518,Internal Bleeding Minor,Trauma,2,Emergency,No,No,141,Low,Slow
COND00519,Internal Bleeding Severe,Trauma,10,Emergency,Yes,No,16,High,Slow
COND00520,Internal Bleeding Moderate,Trauma,6,Orthopedics,No,No,62,Moderate,Slow
COND00521,Internal Bleeding Mild,Trauma,3,Orthopedics,No,No,179,Low,Moderate
COND00522,Crush Injury Major,Trauma,7,Surgery,Yes,No,2,Moderate,Moderate
COND00523,Crush Injury Minor,Trauma,3,Orthopedics,No,No,80,Low,Moderate
COND00524,Crush Injury Severe,Trauma,8,Emergency,Yes,No,3,Moderate,Slow
COND00525,Crush Injury Moderate,Trauma,6,Orthopedics,No,No,44,Moderate,Slow
COND00526,Crush Injury Mild,Trauma,4,Orthopedics,No,No,118,Low,Slow
COND00527,Endocarditis Unstable Type B,Cardiac,7,Orthopedics,Yes,No,34,Low,Fast
COND00528,Multiple Sclerosis Progressive Focal,Neurological,5,Pulmonology,Yes,No,13,High,Slow
COND00529,Meningitis Chronic Secondary,Neurological,10,General Medicine,Yes,No,169,Moderate,Fast
COND00530,Laceration Mild 2nd Degree,Trauma,8,Pulmonology,No,No,123,Moderate,Slow
COND00531,Bowel Obstruction Chronic Type B,Gastrointestinal,5,Surgery,Yes,No,60,Low,Slow
COND00532,Typhoid Recurrent Gram Negative,Infection,10,Gastroenterology,Yes,No,88,Moderate,Slow
COND00533,Endocarditis Unstable Type A,Cardiac,10,Gastroenterology,Yes,No,67,Moderate,Fast
COND00534,Typhoid Severe Gram Negative,Infection,7,Infectious Disease,No,Yes,15,Low,Moderate
COND00535,Dislocation Minor 2nd Degree,Trauma,4,Surgery,Yes,No,148,Low,Fast
COND00536,Viral Fever Acute Gram Negative,Infection,4,General Medicine,No,No,136,Moderate,Fast
COND00537,Pneumothorax Active Type 2,Respiratory,9,ICU,No,Yes,86,Low,Slow
COND00538,Brain Tumor Mild Generalized,Neurological,10,Infectious Disease,No,Yes,149,Moderate,Moderate
COND00539,Gastroenteritis Moderate Gram Negative,Infection,5,ICU,No,No,54,Low,Slow
COND00540,UTI Severe Gram Positive,Infection,7,Pulmonology,No,No,161,Low,Fast
COND00541,Contusion Moderate 1st Degree,Trauma,9,Cardiology,No,Yes,152,Low,Slow
COND00542,Cellulitis Chronic Community Acquired,Infection,7,ICU,Yes,Yes,123,Low,Moderate
COND00543,Parkinsons Acute Secondary,Neurological,2,Cardiology,No,No,175,Low,Slow
COND00544,Internal Bleeding Severe 3rd Degree,Trauma,7,Gastroenterology,No,Yes,135,Low,Slow
COND00545,Coronary Artery Disease Moderate Grade I,Cardiac,8,Surgery,No,No,61,Low,Slow
COND00546,Hypertension Mild Grade I,Cardiac,10,ICU,No,Yes,40,Moderate,Moderate
COND00547,Coronary Artery Disease Unstable Grade II,Cardiac,8,Pulmonology,No,Yes,10,Low,Moderate
COND00548,Concussion Chronic Primary,Neurological,2,ICU,No,No,71,High,Moderate
COND00549,Valvular Disease Moderate Type A,Cardiac,2,Cardiology,No,No,7,Moderate,Slow
COND00550,Bell Palsy Severe Hemorrhagic,Neurological,8,Emergency,Yes,No,145,Low,Slow
COND00551,Asthma Acute Exacerbation,Respiratory,5,Surgery,No,Yes,155,Low,Fast
COND00552,Atrial Fibrillation Chronic Stage 3,Cardiac,4,ICU,No,No,28,Moderate,Slow
COND00553,Pleurisy Mild Type 2,Respiratory,3,Orthopedics,Yes,Yes,38,Moderate,Moderate
COND00554,Sleep Apnea Latent Exacerbation,Respiratory,6,Neurology,No,Yes,143,High,Fast
COND00555,Sprain Moderate 2nd Degree,Trauma,10,Gastroenterology,No,No,64,Low,Slow
COND00556,Wound Infection Acute Gram Positive,Infection,6,Neurology,Yes,No,152,Moderate,Moderate
COND00557,Asthma Severe Bacterial,Respiratory,6,Infectious Disease,No,No,98,Low,Moderate
COND00558,Hepatitis Mild Type B,Gastrointestinal,7,Emergency,No,No,97,Low,Moderate
COND00559,Angina Chronic Type B,Cardiac,10,Emergency,No,No,47,Low,Slow
COND00560,TIA Mild Hemorrhagic,Neurological,7,General Medicine,No,No,166,Low,Slow
COND00561,Spinal Injury Minor 1st Degree,Trauma,8,Pulmonology,Yes,No,46,Low,Slow
COND00562,Crush Injury Mild Simple,Trauma,3,Neurology,No,No,125,Low,Slow
COND00563,Fungal Infection Acute Gram Negative,Infection,6,Cardiology,No,No,64,Low,Slow
COND00564,Aortic Dissection Severe Stage 2,Cardiac,3,Orthopedics,No,Yes,66,High,Slow
COND00565,Bacterial Infection Severe Gram Positive,Infection,7,Emergency,No,No,50,Low,Moderate
COND00566,Bacterial Infection Mild Gram Positive,Infection,6,Neurology,Yes,No,124,Low,Slow
COND00567,Pleural Effusion Mild Type 1,Respiratory,4,Pulmonology,No,No,112,Low,Moderate
COND00568,Dengue Mild Community Acquired,Infection,5,Neurology,Yes,No,21,Low,Slow
COND00569,Peripheral Artery Disease Unstable Type B,Cardiac,2,Emergency,No,Yes,52,Moderate,Moderate
COND00570,Internal Bleeding Major Open,Trauma,3,Neurology,Yes,Yes,84,Low,Slow
COND00571,Laryngitis Moderate Type 1,Respiratory,8,Neurology,No,Yes,23,High,Slow
COND00572,Sepsis Moderate Community Acquired,Infection,3,Emergency,No,No,16,Moderate,Slow
COND00573,Typhoid Acute Resistant,Infection,7,Orthopedics,No,No,164,Moderate,Slow
COND00574,Internal Bleeding Moderate Closed,Trauma,6,Neurology,No,No,146,Low,Moderate
COND00575,Migraine Acute Primary,Neurological,3,ICU,No,No,139,Low,Moderate
COND00576,Valvular Disease Acute Type A,Cardiac,8,Infectious Disease,Yes,No,19,Low,Slow
COND00577,Wound Infection Chronic Gram Negative,Infection,7,Emergency,Yes,No,47,Low,Moderate
COND00578,Pancreatitis Chronic Type A,Gastrointestinal,7,Infectious Disease,No,No,101,Low,Moderate
COND00579,Endocarditis Moderate Type B,Cardiac,8,Infectious Disease,No,No,178,Moderate,Moderate
COND00580,COPD Mild Bacterial,Respiratory,4,Orthopedics,No,No,134,High,Slow
COND00581,Crush Injury Mild 1st Degree,Trauma,10,Gastroenterology,Yes,Yes,80,Moderate,Fast
COND00582,Migraine Progressive Secondary,Neurological,4,Gastroenterology,No,No,68,Low,Moderate
COND00583,Pleurisy Moderate Viral,Respiratory,8,General Medicine,Yes,No,92,Low,Fast
