Vital_ID,Vital_Type,Age_Group,Condition_Modifier,Critical_Low_Threshold,Critical_High_Threshold,Moderate_Low_Threshold,Moderate_High_Threshold,Critical_Instability_Score,Moderate_Instability_Score
VITAL00285,Oxygen_Saturation,Infant,Respiratory,88.0,999.0,93.0,999.0,4,2
VITAL00286,Oxygen_Saturation,Infant,Renal,88.0,999.0,93.0,999.0,4,2
VITAL00287,Oxygen_Saturation,Infant,Pregnant,88.0,999.0,93.0,999.0,4,2
VITAL00288,Oxygen_Saturation,Child,Normal,88.0,999.0,93.0,999.0,4,2
VITAL00289,Oxygen_Saturation,Child,Diabetic,88.0,999.0,93.0,999.0,4,2
VITAL00290,Oxygen_Saturation,Child,Hypertensive,88.0,999.0,93.0,999.0,4,2
VITAL00291,Oxygen_Saturation,Child,Cardiac,88.0,999.0,93.0,999.0,4,2
VITAL00292,Oxygen_Saturation,Child,Respiratory,88.0,999.0,93.0,999.0,4,2
VITAL00293,Oxygen_Saturation,Child,Renal,88.0,999.0,93.0,999.0,4,2
VITAL00294,Oxygen_Saturation,Child,Pregnant,88.0,999.0,93.0,999.0,4,2
VITAL00295,Oxygen_Saturation,Adolescent,Normal,88.0,999.0,93.0,999.0,4,2
VITAL00296,Oxygen_Saturation,Adolescent,Diabetic,88.0,999.0,93.0,999.0,4,2
VITAL00297,Oxygen_Saturation,Adolescent,Hypertensive,88.0,999.0,93.0,999.0,4,2
VITAL00298,Oxygen_Saturation,Adolescent,Cardiac,88.0,999.0,93.0,999.0,4,2
VITAL00299,Oxygen_Saturation,Adolescent,Respiratory,88.0,999.0,93.0,999.0,4,2
VITAL00300,Oxygen_Saturation,Adolescent,Renal,88.0,999.0,93.0,999.0,4,2
VITAL00301,Oxygen_Saturation,Adolescent,Pregnant,88.0,999.0,93.0,999.0,4,2
VITAL00302,Oxygen_Saturation,Young_Adult,Normal,88.0,999.0,93.0,999.0,4,2
VITAL00303,Oxygen_Saturation,Young_Adult,Diabetic,88.0,999.0,93.0,999.0,4,2
VITAL00304,Oxygen_Saturation,Young_Adult,Hypertensive,88.0,999.0,93.0,999.0,4,2
VITAL00305,Oxygen_Saturation,Young_Adult,Cardiac,88.0,999.0,93.0,999.0,4,2
VITAL00306,Oxygen_Saturation,Young_Adult,Respiratory,88.0,999.0,93.0,999.0,4,2
VITAL00307,Oxygen_Saturation,Young_Adult,Renal,88.0,999.0,93.0,999.0,4,2
VITAL00308,Oxygen_Saturation,Young_Adult,Pregnant,88.0,999.0,93.0,999.0,4,2
VITAL00309,Oxygen_Saturation,Adult,Normal,88.0,999.0,93.0,999.0,4,2
VITAL00310,Oxygen_Saturation,Adult,Diabetic,88.0,999.0,93.0,999.0,4,2
VITAL00311,Oxygen_Saturation,Adult,Hypertensive,88.0,999.0,93.0,999.0,4,2
VITAL00312,Oxygen_Saturation,Adult,Cardiac,88.0,999.0,93.0,999.0,4,2
VITAL00313,Oxygen_Saturation,Adult,Respiratory,88.0,999.0,93.0,999.0,4,2
VITAL00314,Oxygen_Saturation,Adult,Renal,88.0,999.0,93.0,999.0,4,2
VITAL00315,Oxygen_Saturation,Adult,Pregnant,88.0,999.0,93.0,999.0,4,2
VITAL00316,Oxygen_Saturation,Middle_Age,Normal,88.0,999.0,93.0,999.0,4,2
VITAL00317,Oxygen_Saturation,Middle_Age,Diabetic,88.0,999.0,93.0,999.0,4,2
VITAL00318,Oxygen_Saturation,Middle_Age,Hypertensive,88.0,999.0,93.0,999.0,4,2
VITAL00319,Oxygen_Saturation,Middle_Age,Cardiac,88.0,999.0,93.0,999.0,4,2
VITAL00320,Oxygen_Saturation,Middle_Age,Respiratory,88.0,999.0,93.0,999.0,4,2
VITAL00321,Oxygen_Saturation,Middle_Age,Renal,88.0,999.0,93.0,999.0,4,2
VITAL00322,Oxygen_Saturation,Middle_Age,Pregnant,88.0,999.0,93.0,999.0,4,2
VITAL00323,Oxygen_Saturation,Elderly,Normal,88.0,999.0,93.0,999.0,4,2
VITAL00324,Oxygen_Saturation,Elderly,Diabetic,88.0,999.0,93.0,999.0,4,2
VITAL00325,Oxygen_Saturation,Elderly,Hypertensive,88.0,999.0,93.0,999.0,4,2
VITAL00326,Oxygen_Saturation,Elderly,Cardiac,88.0,999.0,93.0,999.0,4,2
VITAL00327,Oxygen_Saturation,Elderly,Respiratory,88.0,999.0,93.0,999.0,4,2
VITAL00328,Oxygen_Saturation,Elderly,Renal,88.0,999.0,93.0,999.0,4,2
VITAL00329,Oxygen_Saturation,Elderly,Pregnant,88.0,999.0,93.0,999.0,4,2
VITAL00330,Oxygen_Saturation,Very_Elderly,Normal,88.0,999.0,93.0,999.0,4,2
VITAL00331,Oxygen_Saturation,Very_Elderly,Diabetic,88.0,999.0,93.0,999.0,4,2
VITAL00332,Oxygen_Saturation,Very_Elderly,Hypertensive,88.0,999.0,93.0,999.0,4,2
VITAL00333,Oxygen_Saturation,Very_Elderly,Cardiac,88.0,999.0,93.0,999.0,4,2
VITAL00334,Oxygen_Saturation,Very_Elderly,Respiratory,88.0,999.0,93.0,999.0,4,2
VITAL00335,Oxygen_Saturation,Very_Elderly,Renal,88.0,999.0,93.0,999.0,4,2
VITAL00336,Oxygen_Saturation,Very_Elderly,Pregnant,88.0,999.0,93.0,999.0,4,2
VITAL00337,Blood_Sugar,Infant,Normal,60.0,300.0,70.0,200.0,3,2
VITAL00338,Blood_Sugar,Infant,Diabetic,55.0,350.0,65.0,250.0,3,2
VITAL00339,Blood_Sugar,Infant,Hypertensive,60.0,300.0,70.0,200.0,3,2
VITAL00340,Blood_Sugar,Infant,Cardiac,60.0,300.0,70.0,200.0,3,2
VITAL00341,Blood_Sugar,Infant,Respiratory,60.0,300.0,70.0,200.0,3,2
VITAL00342,Blood_Sugar,Infant,Renal,60.0,300.0,70.0,200.0,3,2
VITAL00343,Blood_Sugar,Infant,Pregnant,60.0,300.0,70.0,200.0,3,2
VITAL00344,Blood_Sugar,Child,Normal,60.0,300.0,70.0,200.0,3,2
VITAL00345,Blood_Sugar,Child,Diabetic,55.0,350.0,65.0,250.0,3,2
VITAL00346,Blood_Sugar,Child,Hypertensive,60.0,300.0,70.0,200.0,3,2
VITAL00347,Blood_Sugar,Child,Cardiac,60.0,300.0,70.0,200.0,3,2
VITAL00348,Blood_Sugar,Child,Respiratory,60.0,300.0,70.0,200.0,3,2
VITAL00349,Blood_Sugar,Child,Renal,60.0,300.0,70.0,200.0,3,2
VITAL00350,Blood_Sugar,Child,Pregnant,60.0,300.0,70.0,200.0,3,2
VITAL00351,Blood_Sugar,Adolescent,Normal,60.0,300.0,70.0,200.0,3,2
VITAL00352,Blood_Sugar,Adolescent,Diabetic,55.0,350.0,65.0,250.0,3,2
VITAL00353,Blood_Sugar,Adolescent,Hypertensive,60.0,300.0,70.0,200.0,3,2
VITAL00354,Blood_Sugar,Adolescent,Cardiac,60.0,300.0,70.0,200.0,3,2
VITAL00355,Blood_Sugar,Adolescent,Respiratory,60.0,300.0,70.0,200.0,3,2
VITAL00356,Blood_Sugar,Adolescent,Renal,60.0,300.0,70.0,200.0,3,2
VITAL00357,Blood_Sugar,Adolescent,Pregnant,60.0,300.0,70.0,200.0,3,2
VITAL00358,Blood_Sugar,Young_Adult,Normal,60.0,300.0,70.0,200.0,3,2
VITAL00359,Blood_Sugar,Young_Adult,Diabetic,55.0,350.0,65.0,250.0,3,2
VITAL00360,Blood_Sugar,Young_Adult,Hypertensive,60.0,300.0,70.0,200.0,3,2
VITAL00361,Blood_Sugar,Young_Adult,Cardiac,60.0,300.0,70.0,200.0,3,2
VITAL00362,Blood_Sugar,Young_Adult,Respiratory,60.0,300.0,70.0,200.0,3,2
VITAL00363,Blood_Sugar,Young_Adult,Renal,60.0,300.0,70.0,200.0,3,2
VITAL00364,Blood_Sugar,Young_Adult,Pregnant,60.0,300.0,70.0,200.0,3,2
VITAL00365,Blood_Sugar,Adult,Normal,60.0,300.0,70.0,200.0,3,2
VITAL00366,Blood_Sugar,Adult,Diabetic,55.0,350.0,65.0,250.0,3,2
VITAL00367,Blood_Sugar,Adult,Hypertensive,60.0,300.0,70.0,200.0,3,2
VITAL00368,Blood_Sugar,Adult,Cardiac,60.0,300.0,70.0,200.0,3,2
VITAL00369,Blood_Sugar,Adult,Respiratory,60.0,300.0,70.0,200.0,3,2
VITAL00370,Blood_Sugar,Adult,Renal,60.0,300.0,70.0,200.0,3,2
VITAL00371,Blood_Sugar,Adult,Pregnant,60.0,300.0,70.0,200.0,3,2
VITAL00372,Blood_Sugar,Middle_Age,Normal,60.0,300.0,70.0,200.0,3,2
VITAL00373,Blood_Sugar,Middle_Age,Diabetic,55.0,350.0,65.0,250.0,3,2
VITAL00374,Blood_Sugar,Middle_Age,Hypertensive,60.0,300.0,70.0,200.0,3,2
VITAL00375,Blood_Sugar,Middle_Age,Cardiac,60.0,300.0,70.0,200.0,3,2
VITAL00376,Blood_Sugar,Middle_Age,Respiratory,60.0,300.0,70.0,200.0,3,2
VITAL00377,Blood_Sugar,Middle_Age,Renal,60.0,300.0,70.0,200.0,3,2
VITAL00378,Blood_Sugar,Middle_Age,Pregnant,60.0,300.0,70.0,200.0,3,2
VITAL00379,Blood_Sugar,Elderly,Normal,60.0,300.0,70.0,200.0,3,2
VITAL00380,Blood_Sugar,Elderly,Diabetic,55.0,350.0,65.0,250.0,3,2
VITAL00381,Blood_Sugar,Elderly,Hypertensive,60.0,300.0,70.0,200.0,3,2
VITAL00382,Blood_Sugar,Elderly,Cardiac,60.0,300.0,70.0,200.0,3,2
VITAL00383,Blood_Sugar,Elderly,Respiratory,60.0,300.0,70.0,200.0,3,2
VITAL00384,Blood_Sugar,Elderly,Renal,60.0,300.0,70.0,200.0,3,2
VITAL00385,Blood_Sugar,Elderly,Pregnant,60.0,300.0,70.0,200.0,3,2
VITAL00386,Blood_Sugar,Very_Elderly,Normal,60.0,300.0,70.0,200.0,3,2
VITAL00387,Blood_Sugar,Very_Elderly,Diabetic,55.0,350.0,65.0,250.0,3,2
VITAL00388,Blood_Sugar,Very_Elderly,Hypertensive,60.0,300.0,70.0,200.0,3,2
VITAL00389,Blood_Sugar,Very_Elderly,Cardiac,60.0,300.0,70.0,200.0,3,2
VITAL00390,Blood_Sugar,Very_Elderly,Respiratory,60.0,300.0,70.0,200.0,3,2
VITAL00391,Blood_Sugar,Very_Elderly,Renal,60.0,300.0,70.0,200.0,3,2
VITAL00392,Blood_Sugar,Very_Elderly,Pregnant,60.0,300.0,70.0,200.0,3,2
VITAL00393,Respiratory_Rate,Adult,Resting,41.0,237.0,89.0,173.0,4,2
VITAL00394,Temperature,Child,Post_Surgery,56.0,229.0,80.0,175.0,4,1
VITAL00395,Oxygen_Saturation,Adult,Moderate_Exercise,31.0,234.0,66.0,156.0,3,2
VITAL00396,Heart_Rate,Infant,Light_Activity,41.0,150.0,62.0,120.0,3,2
VITAL00397,Blood_Pressure_Systolic,Adult,Light_Activity,80.0,157.0,80.0,170.0,3,2
VITAL00398,Blood_Sugar,Very_Elderly,Light_Activity,87.0,180.0,85.0,120.0,3,1
VITAL00399,Heart_Rate,Child,Post_Surgery,61.0,218.0,79.0,170.0,4,1
VITAL00400,Blood_Pressure_Diastolic,Child,Moderate_Exercise,89.0,207.0,72.0,151.0,4,2
VITAL00401,Respiratory_Rate,Elderly,Moderate_Exercise,75.0,157.0,88.0,139.0,4,2
VITAL00402,Oxygen_Saturation,Adult,ICU,75.0,151.0,83.0,162.0,4,2
VITAL00403,Temperature,Adolescent,Post_Surgery,63.0,245.0,94.0,144.0,3,2
VITAL00404,Respiratory_Rate,Child,Light_Activity,73.0,178.0,96.0,156.0,3,1
VITAL00405,Blood_Pressure_Systolic,Middle_Age,Light_Activity,46.0,232.0,84.0,127.0,4,1
VITAL00406,Oxygen_Saturation,Very_Elderly,Resting,60.0,221.0,63.0,151.0,3,2
VITAL00407,Blood_Pressure_Systolic,Child,Post_Surgery,63.0,218.0,71.0,156.0,3,1
VITAL00408,Blood_Pressure_Systolic,Elderly,Light_Activity,86.0,226.0,84.0,153.0,4,2
VITAL00409,Heart_Rate,Elderly,Moderate_Exercise,73.0,197.0,76.0,140.0,3,2
VITAL00410,Blood_Pressure_Diastolic,Child,ICU,62.0,248.0,85.0,131.0,4,2
VITAL00411,Oxygen_Saturation,Adolescent,Light_Activity,39.0,222.0,95.0,153.0,3,1
VITAL00412,Heart_Rate,Elderly,Light_Activity,39.0,194.0,66.0,178.0,3,2
VITAL00413,Heart_Rate,Adult,Light_Activity,47.0,228.0,99.0,149.0,3,1
VITAL00414,Respiratory_Rate,Elderly,Light_Activity,79.0,243.0,75.0,129.0,3,2
VITAL00415,Blood_Sugar,Adolescent,ICU,69.0,150.0,68.0,139.0,4,2
VITAL00416,Blood_Pressure_Systolic,Elderly,Intense_Exercise,58.0,186.0,71.0,156.0,4,2
VITAL00417,Heart_Rate,Adult,Moderate_Exercise,85.0,188.0,71.0,175.0,3,2
VITAL00418,Respiratory_Rate,Elderly,Intense_Exercise,88.0,181.0,92.0,143.0,3,2
VITAL00419,Blood_Pressure_Systolic,Young_Adult,Intense_Exercise,76.0,243.0,85.0,121.0,4,1
VITAL00420,Blood_Pressure_Systolic,Very_Elderly,Resting,30.0,201.0,90.0,179.0,3,1
VITAL00421,Blood_Pressure_Systolic,Infant,Post_Surgery,74.0,153.0,95.0,127.0,4,1
VITAL00422,Heart_Rate,Middle_Age,Intense_Exercise,50.0,224.0,71.0,145.0,3,2
VITAL00423,Blood_Sugar,Middle_Age,Light_Activity,39.0,222.0,98.0,132.0,4,1
VITAL00424,Temperature,Adolescent,Moderate_Exercise,33.0,213.0,98.0,147.0,3,2
VITAL00425,Blood_Sugar,Very_Elderly,Post_Surgery,36.0,221.0,94.0,148.0,3,1
VITAL00426,Heart_Rate,Young_Adult,Intense_Exercise,60.0,225.0,80.0,167.0,4,1
VITAL00427,Blood_Pressure_Systolic,Child,Intense_Exercise,61.0,155.0,83.0,151.0,4,2
VITAL00428,Oxygen_Saturation,Child,ICU,73.0,223.0,88.0,128.0,3,1
VITAL00429,Oxygen_Saturation,Middle_Age,ICU,56.0,157.0,61.0,161.0,4,2
VITAL00430,Oxygen_Saturation,Elderly,Post_Surgery,43.0,174.0,73.0,129.0,4,2
VITAL00431,Blood_Pressure_Systolic,Child,ICU,34.0,170.0,82.0,156.0,3,1
VITAL00432,Oxygen_Saturation,Very_Elderly,Post_Surgery,78.0,233.0,69.0,137.0,4,2
VITAL00433,Blood_Pressure_Systolic,Very_Elderly,Moderate_Exercise,40.0,228.0,91.0,130.0,4,1
VITAL00434,Blood_Sugar,Child,Moderate_Exercise,69.0,188.0,60.0,166.0,3,1
VITAL00435,Temperature,Child,Post_Surgery,37.0,225.0,87.0,167.0,3,1
VITAL00436,Oxygen_Saturation,Elderly,Light_Activity,83.0,231.0,93.0,170.0,3,2
VITAL00437,Blood_Pressure_Diastolic,Young_Adult,Intense_Exercise,63.0,245.0,61.0,151.0,4,1
VITAL00438,Temperature,Adult,Resting,82.0,222.0,82.0,174.0,3,1
VITAL00439,Temperature,Very_Elderly,Resting,34.0,189.0,91.0,159.0,3,2
VITAL00440,Temperature,Middle_Age,Intense_Exercise,69.0,242.0,78.0,144.0,4,1
VITAL00441,Blood_Pressure_Systolic,Middle_Age,Intense_Exercise,67.0,195.0,69.0,170.0,3,2
VITAL00442,Blood_Sugar,Adolescent,Resting,80.0,244.0,64.0,162.0,4,1
VITAL00443,Blood_Pressure_Systolic,Infant,Resting,62.0,151.0,88.0,137.0,4,2
VITAL00444,Heart_Rate,Very_Elderly,ICU,85.0,164.0,81.0,146.0,3,2
VITAL00445,Blood_Sugar,Child,Post_Surgery,50.0,180.0,93.0,125.0,3,2
VITAL00446,Blood_Sugar,Adult,Resting,44.0,240.0,90.0,167.0,4,1
VITAL00447,Respiratory_Rate,Middle_Age,Intense_Exercise,75.0,248.0,67.0,174.0,3,2
VITAL00448,Temperature,Middle_Age,Post_Surgery,36.0,249.0,72.0,161.0,3,1
VITAL00449,Blood_Pressure_Systolic,Infant,Light_Activity,64.0,199.0,66.0,141.0,4,2
VITAL00450,Respiratory_Rate,Infant,Post_Surgery,63.0,158.0,91.0,154.0,3,2
VITAL00451,Respiratory_Rate,Child,Moderate_Exercise,50.0,226.0,92.0,155.0,4,2
VITAL00452,Respiratory_Rate,Young_Adult,Post_Surgery,47.0,244.0,99.0,120.0,3,2
VITAL00453,Blood_Pressure_Systolic,Infant,Light_Activity,45.0,187.0,71.0,167.0,3,1
VITAL00454,Blood_Sugar,Very_Elderly,ICU,80.0,242.0,71.0,124.0,4,2
VITAL00455,Heart_Rate,Adolescent,Light_Activity,89.0,161.0,73.0,166.0,4,2
VITAL00456,Respiratory_Rate,Young_Adult,Intense_Exercise,64.0,196.0,76.0,122.0,3,2
VITAL00457,Oxygen_Saturation,Elderly,Light_Activity,36.0,213.0,79.0,131.0,3,1
VITAL00458,Blood_Pressure_Diastolic,Child,ICU,83.0,211.0,88.0,177.0,3,2
VITAL00459,Blood_Sugar,Adult,Intense_Exercise,31.0,197.0,70.0,145.0,4,1
VITAL00460,Blood_Pressure_Systolic,Child,Light_Activity,48.0,208.0,97.0,139.0,4,1
VITAL00461,Respiratory_Rate,Infant,ICU,42.0,155.0,99.0,156.0,3,1
VITAL00462,Heart_Rate,Elderly,ICU,81.0,151.0,97.0,160.0,4,2
VITAL00463,Oxygen_Saturation,Adolescent,Post_Surgery,53.0,187.0,86.0,149.0,4,1
VITAL00464,Blood_Pressure_Diastolic,Elderly,Intense_Exercise,83.0,165.0,94.0,147.0,4,2
VITAL00465,Temperature,Adolescent,Light_Activity,80.0,158.0,88.0,170.0,3,1
VITAL00466,Respiratory_Rate,Adolescent,Resting,46.0,182.0,93.0,145.0,4,2
VITAL00467,Blood_Pressure_Systolic,Young_Adult,Moderate_Exercise,63.0,238.0,93.0,179.0,4,2
VITAL00468,Blood_Pressure_Diastolic,Child,Moderate_Exercise,74.0,228.0,61.0,142.0,3,2
VITAL00469,Oxygen_Saturation,Very_Elderly,Intense_Exercise,68.0,168.0,93.0,156.0,3,2
VITAL00470,Blood_Pressure_Diastolic,Infant,Light_Activity,75.0,212.0,82.0,134.0,4,2
VITAL00471,Oxygen_Saturation,Elderly,Light_Activity,54.0,221.0,70.0,148.0,4,1
VITAL00472,Temperature,Child,Resting,66.0,233.0,71.0,135.0,3,1
VITAL00473,Temperature,Infant,Light_Activity,66.0,207.0,80.0,147.0,4,1
VITAL00474,Blood_Pressure_Systolic,Elderly,ICU,37.0,244.0,80.0,122.0,3,1
VITAL00475,Temperature,Middle_Age,Light_Activity,76.0,234.0,88.0,151.0,4,1
VITAL00476,Heart_Rate,Child,Light_Activity,55.0,162.0,74.0,121.0,3,1
VITAL00477,Oxygen_Saturation,Middle_Age,Post_Surgery,60.0,214.0,74.0,173.0,3,1
VITAL00478,Blood_Pressure_Diastolic,Elderly,Light_Activity,44.0,233.0,66.0,155.0,3,2
VITAL00479,Respiratory_Rate,Adult,Intense_Exercise,42.0,154.0,65.0,124.0,4,1
VITAL00480,Temperature,Adolescent,Moderate_Exercise,68.0,219.0,65.0,130.0,3,2
VITAL00481,Heart_Rate,Child,Post_Surgery,74.0,216.0,81.0,151.0,3,2
VITAL00482,Temperature,Very_Elderly,Post_Surgery,48.0,243.0,94.0,170.0,4,2
VITAL00483,Blood_Pressure_Systolic,Young_Adult,Light_Activity,83.0,176.0,77.0,132.0,4,1
VITAL00484,Temperature,Child,Intense_Exercise,60.0,216.0,90.0,143.0,4,1
VITAL00485,Blood_Pressure_Diastolic,Young_Adult,Light_Activity,66.0,171.0,92.0,164.0,3,1
VITAL00486,Temperature,Adolescent,ICU,67.0,211.0,73.0,167.0,4,1
VITAL00487,Blood_Sugar,Young_Adult,Post_Surgery,85.0,178.0,85.0,141.0,4,1
VITAL00488,Blood_Pressure_Diastolic,Very_Elderly,Moderate_Exercise,86.0,218.0,87.0,168.0,3,2
VITAL00489,Heart_Rate,Child,Light_Activity,61.0,242.0,83.0,149.0,3,1
VITAL00490,Temperature,Very_Elderly,Resting,77.0,203.0,77.0,130.0,4,1
VITAL00491,Heart_Rate,Middle_Age,Moderate_Exercise,52.0,242.0,72.0,151.0,4,2
VITAL00492,Blood_Sugar,Adult,Resting,39.0,192.0,65.0,140.0,3,1
VITAL00493,Blood_Sugar,Middle_Age,ICU,50.0,233.0,93.0,122.0,3,1
VITAL00494,Heart_Rate,Very_Elderly,Moderate_Exercise,69.0,186.0,64.0,169.0,3,2
VITAL00495,Heart_Rate,Young_Adult,Light_Activity,83.0,166.0,63.0,127.0,3,1
VITAL00496,Heart_Rate,Child,Light_Activity,51.0,245.0,86.0,177.0,4,1
VITAL00497,Respiratory_Rate,Infant,Intense_Exercise,88.0,153.0,98.0,149.0,3,1
VITAL00498,Blood_Pressure_Systolic,Adolescent,ICU,62.0,244.0,87.0,144.0,4,2
VITAL00499,Oxygen_Saturation,Adult,Post_Surgery,78.0,212.0,76.0,176.0,3,2
VITAL00500,Temperature,Child,Moderate_Exercise,65.0,166.0,69.0,170.0,4,2
VITAL00501,Oxygen_Saturation,Child,Resting,60.0,179.0,79.0,133.0,3,1
VITAL00502,Oxygen_Saturation,Very_Elderly,Resting,72.0,206.0,78.0,172.0,4,1
VITAL00503,Respiratory_Rate,Very_Elderly,Post_Surgery,66.0,172.0,73.0,141.0,4,2
VITAL00504,Temperature,Elderly,Intense_Exercise,37.0,180.0,75.0,173.0,3,2
VITAL00505,Blood_Sugar,Middle_Age,ICU,50.0,221.0,77.0,157.0,4,2
VITAL00506,Blood_Pressure_Diastolic,Elderly,Resting,84.0,179.0,73.0,126.0,4,1
VITAL00507,Blood_Pressure_Systolic,Adult,Moderate_Exercise,48.0,174.0,84.0,138.0,4,1
VITAL00508,Blood_Sugar,Adult,Moderate_Exercise,59.0,164.0,88.0,154.0,3,1
VITAL00509,Respiratory_Rate,Adult,Light_Activity,69.0,172.0,82.0,162.0,4,1
VITAL00510,Respiratory_Rate,Middle_Age,Light_Activity,84.0,191.0,89.0,135.0,3,1
VITAL00511,Respiratory_Rate,Young_Adult,Intense_Exercise,56.0,159.0,79.0,123.0,4,2
VITAL00512,Blood_Pressure_Diastolic,Adolescent,Intense_Exercise,44.0,164.0,76.0,139.0,4,1
VITAL00513,Blood_Sugar,Middle_Age,Light_Activity,46.0,161.0,70.0,149.0,4,1
VITAL00514,Respiratory_Rate,Adolescent,Moderate_Exercise,77.0,238.0,76.0,173.0,3,1
VITAL00515,Heart_Rate,Adult,Post_Surgery,30.0,212.0,85.0,122.0,3,1
VITAL00516,Respiratory_Rate,Child,Light_Activity,87.0,192.0,70.0,166.0,4,2
VITAL00517,Blood_Pressure_Diastolic,Elderly,Post_Surgery,59.0,184.0,66.0,152.0,4,1
VITAL00518,Heart_Rate,Child,Moderate_Exercise,58.0,176.0,90.0,166.0,3,2
VITAL00519,Oxygen_Saturation,Young_Adult,Intense_Exercise,66.0,170.0,85.0,173.0,3,1
VITAL00520,Temperature,Adolescent,Resting,62.0,191.0,61.0,142.0,4,1
VITAL00521,Blood_Pressure_Systolic,Child,Light_Activity,72.0,242.0,77.0,154.0,4,1
VITAL00522,Heart_Rate,Middle_Age,Light_Activity,62.0,181.0,96.0,142.0,3,1
VITAL00523,Blood_Sugar,Adult,ICU,75.0,185.0,86.0,167.0,3,1
VITAL00524,Blood_Pressure_Systolic,Adolescent,Post_Surgery,67.0,211.0,73.0,123.0,4,1
VITAL00525,Respiratory_Rate,Infant,Post_Surgery,76.0,192.0,61.0,177.0,3,2
VITAL00526,Temperature,Middle_Age,Light_Activity,88.0,197.0,73.0,132.0,4,1
VITAL00527,Temperature,Very_Elderly,Resting,41.0,209.0,90.0,153.0,3,1
VITAL00528,Respiratory_Rate,Adult,Resting,38.0,165.0,83.0,127.0,3,1
VITAL00529,Blood_Pressure_Systolic,Young_Adult,Intense_Exercise,84.0,245.0,82.0,157.0,4,2
VITAL00530,Heart_Rate,Elderly,Intense_Exercise,52.0,236.0,92.0,160.0,4,2
VITAL00531,Temperature,Adolescent,Intense_Exercise,32.0,150.0,72.0,146.0,4,1
VITAL00532,Blood_Sugar,Young_Adult,Intense_Exercise,73.0,235.0,70.0,134.0,4,2
VITAL00533,Respiratory_Rate,Adolescent,Moderate_Exercise,73.0,237.0,91.0,141.0,3,1
VITAL00534,Respiratory_Rate,Child,Resting,51.0,211.0,98.0,141.0,3,2
VITAL00535,Heart_Rate,Young_Adult,Resting,83.0,234.0,94.0,129.0,4,2
VITAL00536,Temperature,Infant,Moderate_Exercise,66.0,236.0,97.0,178.0,3,1
VITAL00537,Oxygen_Saturation,Adult,Intense_Exercise,35.0,243.0,62.0,121.0,3,1
VITAL00538,Temperature,Adult,Resting,59.0,210.0,87.0,172.0,3,1
VITAL00539,Heart_Rate,Infant,ICU,86.0,192.0,99.0,153.0,3,1
VITAL00540,Oxygen_Saturation,Middle_Age,Resting,87.0,222.0,79.0,132.0,4,1
VITAL00541,Heart_Rate,Adult,Post_Surgery,65.0,207.0,63.0,146.0,4,2
VITAL00542,Blood_Pressure_Systolic,Elderly,Resting,38.0,234.0,94.0,147.0,3,1
VITAL00543,Blood_Pressure_Diastolic,Middle_Age,Intense_Exercise,79.0,194.0,93.0,133.0,3,2
VITAL00544,Oxygen_Saturation,Adolescent,Intense_Exercise,89.0,178.0,80.0,179.0,3,2
VITAL00545,Blood_Pressure_Systolic,Elderly,Resting,80.0,159.0,83.0,146.0,3,1
VITAL00546,Blood_Pressure_Systolic,Middle_Age,Resting,61.0,236.0,95.0,176.0,3,2
VITAL00547,Blood_Pressure_Systolic,Child,Intense_Exercise,52.0,161.0,72.0,153.0,3,2
VITAL00548,Blood_Sugar,Child,Post_Surgery,70.0,203.0,80.0,175.0,3,2
VITAL00549,Oxygen_Saturation,Middle_Age,Light_Activity,45.0,227.0,92.0,165.0,3,2
VITAL00550,Respiratory_Rate,Adolescent,Post_Surgery,49.0,153.0,70.0,125.0,3,2
VITAL00551,Blood_Pressure_Systolic,Very_Elderly,Intense_Exercise,36.0,194.0,89.0,161.0,3,2
VITAL00552,Oxygen_Saturation,Adult,Resting,67.0,248.0,60.0,143.0,4,2
VITAL00553,Temperature,Adult,Intense_Exercise,57.0,204.0,93.0,136.0,4,1
VITAL00554,Temperature,Very_Elderly,Moderate_Exercise,49.0,208.0,88.0,147.0,4,2
VITAL00555,Oxygen_Saturation,Young_Adult,Resting,89.0,175.0,70.0,135.0,4,1
VITAL00556,Blood_Sugar,Child,Moderate_Exercise,56.0,178.0,87.0,151.0,3,1
VITAL00557,Oxygen_Saturation,Adult,Moderate_Exercise,74.0,221.0,63.0,171.0,3,2
VITAL00558,Oxygen_Saturation,Child,Intense_Exercise,61.0,208.0,71.0,170.0,4,2
VITAL00559,Heart_Rate,Young_Adult,ICU,89.0,174.0,83.0,139.0,4,2
VITAL00560,Blood_Pressure_Diastolic,Adolescent,Post_Surgery,36.0,245.0,65.0,138.0,4,2
VITAL00561,Temperature,Young_Adult,Intense_Exercise,41.0,186.0,69.0,142.0,4,1
VITAL00562,Blood_Sugar,Very_Elderly,Resting,83.0,162.0,61.0,121.0,4,1
VITAL00563,Blood_Pressure_Systolic,Very_Elderly,Moderate_Exercise,77.0,247.0,69.0,156.0,4,1
VITAL00564,Blood_Sugar,Child,Post_Surgery,53.0,234.0,98.0,179.0,4,2
VITAL00565,Temperature,Elderly,Post_Surgery,71.0,188.0,64.0,125.0,4,1
VITAL00566,Blood_Sugar,Adolescent,Post_Surgery,61.0,157.0,77.0,177.0,4,1
VITAL00567,Oxygen_Saturation,Very_Elderly,ICU,53.0,196.0,76.0,137.0,4,2
